body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,physio_state
38.47,21.74,1014.84,71.29,0.09,0.09,0.03,10.83,10.61,22.03,92.49,97.8,Possible fever
36.56,32.55,1022.05,69.46,0.03,0.15,0.09,2.31,13.44,2.02,76.64,96.41,Normal
36.48,32.96,1019.14,61.24,0.13,0.13,0.16,9.48,11.98,16.04,61.68,96.75,Normal
36.56,28.92,1015.74,69.63,0.11,0.09,0.07,6.82,12.98,14.61,71.18,97.22,Normal
36.68,24.13,1027.83,68.14,0.01,0.05,0.0,11.22,7.81,17.34,52.32,96.48,Fatigued
36.55,37.85,1026.55,32.4,0.09,0.08,0.11,16.14,11.55,19.28,67.56,95.65,Normal
36.87,27.53,1019.41,55.66,0.07,0.04,0.08,13.27,3.78,9.91,81.02,98.48,Normal
38.76,26.64,1011.85,76.26,2.37,3.56,2.46,7.82,14.76,3.95,189.33,94.28,Overexertion
36.66,24.17,1022.48,48.64,0.18,0.07,0.21,15.37,2.95,7.99,119.22,90.25,Low oxygen state
38.57,33.48,1029.65,50.39,0.13,0.17,0.16,17.57,13.73,3.2,104.37,97.33,Dehydrated
36.46,31.89,1022.01,30.49,0.18,0.12,0.19,1.7,2.06,5.49,117.98,95.73,Stressed
36.83,33.03,1012.19,61.7,0.19,0.11,0.14,15.14,18.69,3.12,93.99,97.93,Stressed
36.72,17.64,997.42,56.03,0.01,0.03,0.08,15.11,7.06,15.43,47.84,94.03,Fatigued
37.92,23.27,1017.74,60.83,1.63,3.36,2.47,6.79,12.05,1.25,178.21,92.75,Overexertion
38.37,32.83,1000.71,33.64,0.2,0.06,0.14,4.18,10.57,3.0,107.81,99.11,Dehydrated
36.75,23.85,1016.52,52.85,0.04,0.07,0.09,6.47,9.73,5.88,55.96,93.94,Fatigued
37.16,27.17,996.93,36.67,0.18,0.13,0.12,10.38,14.96,13.74,84.51,97.21,Stressed
36.6,23.1,1004.77,55.36,0.1,0.13,0.12,7.71,12.0,10.88,79.46,97.44,Normal
36.93,26.56,1010.24,52.67,0.01,0.16,0.17,2.05,11.72,8.19,93.22,83.64,Low oxygen state
38.72,21.91,1008.22,45.69,1.99,1.86,1.94,8.09,11.18,6.96,184.34,94.66,Overexertion
37.03,28.69,1010.0,63.19,0.18,0.16,0.12,5.3,13.16,9.26,83.34,97.83,Stressed
37.35,25.95,1008.04,32.47,0.12,0.14,0.05,17.87,-2.58,8.99,88.59,91.7,Low oxygen state
37.08,20.9,999.44,35.82,-0.02,0.03,0.08,16.38,13.23,9.79,53.58,93.4,Fatigued
38.32,32.34,1006.97,67.59,1.78,3.4,2.12,4.9,9.25,9.2,150.58,95.11,Overexertion
37.25,39.46,1022.02,40.13,0.12,0.08,-0.01,13.45,13.58,13.54,80.37,85.19,Low oxygen state
38.21,32.52,1020.9,52.33,0.15,0.11,0.09,8.37,9.99,8.95,97.77,96.7,Possible fever
37.66,33.88,1022.11,41.11,1.71,2.62,3.25,7.35,8.39,5.39,156.43,94.87,Overexertion
38.43,25.12,1025.31,49.7,2.46,1.62,1.88,20.5,7.86,5.59,157.08,91.37,Overexertion
38.62,31.19,1004.48,47.88,0.08,0.12,0.06,6.78,11.09,14.41,90.23,94.61,Dehydrated
36.74,26.98,1012.56,47.74,0.04,0.03,0.11,5.25,5.42,12.54,87.6,87.32,Low oxygen state
37.1,30.08,1022.95,37.05,0.2,0.08,0.15,13.66,13.2,12.27,96.25,95.01,Dehydrated
37.4,35.0,1035.26,51.65,0.03,0.07,0.07,8.61,11.5,9.66,100.26,96.45,Dehydrated
36.8,25.95,1008.33,30.84,0.17,0.13,0.1,16.19,17.14,10.76,82.98,97.35,Normal
36.98,32.54,1020.27,67.86,0.01,0.09,0.04,11.39,5.51,6.0,55.86,92.87,Fatigued
37.08,24.73,1014.98,45.44,0.0,0.07,0.04,13.28,14.94,3.83,53.08,89.58,Fatigued
38.83,29.25,1009.81,45.4,2.84,1.09,2.38,19.8,4.97,12.81,153.72,90.45,Overexertion
36.97,25.38,1019.71,38.91,0.13,0.2,0.14,1.28,10.17,6.06,74.33,96.59,Normal
37.14,23.16,1009.39,46.75,0.07,0.1,0.08,8.5,12.21,13.3,65.64,97.94,Normal
36.35,22.45,998.84,64.63,0.2,0.12,0.23,12.65,9.84,19.34,111.0,96.14,Stressed
36.5,25.69,1002.14,36.82,0.16,0.0,0.07,8.77,13.82,5.26,59.75,98.18,Normal
37.06,30.52,1024.04,68.87,0.12,0.07,-0.03,11.11,11.88,7.54,97.53,97.1,Dehydrated
36.67,36.44,1020.21,33.27,0.08,0.09,0.16,18.72,14.32,3.06,70.95,98.57,Normal
36.74,14.46,1007.78,39.0,0.01,0.12,0.08,8.23,13.0,8.82,92.46,83.32,Low oxygen state
36.81,21.28,1018.35,69.0,0.07,0.09,0.09,10.51,14.0,6.01,74.53,98.59,Normal
38.02,36.12,1005.35,58.41,0.07,0.1,0.12,5.74,15.36,9.26,91.46,95.54,Dehydrated
38.04,25.41,1019.73,44.58,0.08,0.12,0.1,9.65,17.66,1.15,94.99,96.49,Possible fever
37.71,24.11,1001.55,71.4,1.76,2.8,2.73,5.23,7.62,7.09,140.33,87.91,Overexertion
36.78,32.42,1036.44,55.51,0.03,0.01,0.06,13.48,13.67,-0.51,61.08,92.72,Fatigued
37.96,25.94,1025.27,67.56,2.33,1.84,2.53,3.01,8.54,17.3,155.3,89.02,Overexertion
36.19,30.77,1004.99,77.27,0.11,0.21,0.18,5.92,8.85,11.71,86.68,97.7,Stressed
38.72,25.01,1011.0,59.88,1.83,2.56,2.48,25.64,10.45,9.44,147.32,94.35,Overexertion
37.23,29.9,1019.82,54.83,0.13,0.16,0.1,14.49,15.41,11.73,112.93,97.32,Stressed
37.07,28.23,1016.79,36.55,0.13,0.06,0.07,6.74,4.86,6.63,58.59,91.14,Fatigued
36.85,24.31,1003.33,75.47,0.02,0.06,0.06,10.37,13.23,8.24,65.31,94.32,Fatigued
37.21,32.07,1018.12,39.07,-0.01,0.03,0.05,14.25,17.79,10.71,105.28,95.7,Dehydrated
37.25,19.65,1024.36,31.36,0.11,0.08,0.1,13.76,8.6,14.61,92.86,96.85,Dehydrated
36.67,29.51,1034.07,62.95,0.22,0.18,0.07,11.82,10.54,14.66,78.04,97.17,Stressed
36.96,30.76,1007.33,44.23,0.15,0.06,0.07,2.67,11.1,9.61,103.87,95.15,Stressed
39.2,23.81,1012.27,68.61,0.11,0.06,0.14,7.09,3.52,7.61,99.72,97.15,Possible fever
37.56,17.23,1009.02,59.38,0.22,0.07,0.12,13.45,12.83,12.99,109.14,97.56,Possible fever
36.26,23.93,994.58,33.63,0.05,0.14,0.06,15.26,6.34,9.32,113.05,88.31,Low oxygen state
37.64,22.42,1008.37,71.3,0.07,0.12,0.07,1.08,11.13,19.95,102.73,98.05,Dehydrated
38.66,32.29,995.51,53.83,0.14,0.07,0.16,10.63,16.73,19.45,100.57,96.31,Possible fever
37.12,31.26,1009.06,50.01,0.11,0.09,0.11,7.77,12.08,10.4,112.14,96.29,Dehydrated
36.85,27.14,1015.32,76.06,0.08,0.13,0.09,-3.45,15.95,15.33,89.64,97.18,Stressed
38.07,27.16,1004.74,43.75,0.1,0.09,0.02,5.18,13.7,15.08,86.93,97.67,Possible fever
37.09,33.07,1027.84,34.11,0.13,0.06,0.06,6.23,10.86,8.09,60.68,97.47,Normal
38.51,25.6,1023.21,39.01,0.12,0.02,0.09,11.88,14.38,8.96,89.99,97.52,Possible fever
36.66,24.08,1022.92,64.42,0.07,0.12,0.11,15.16,8.54,9.67,67.0,98.84,Normal
36.93,32.36,1014.21,31.08,0.28,0.09,0.09,13.36,10.61,-0.26,91.75,98.03,Stressed
37.48,21.25,1009.87,66.47,2.63,3.52,3.65,9.71,2.84,12.96,193.96,93.2,Overexertion
38.67,29.93,1026.86,52.48,0.11,0.19,0.1,15.36,5.57,17.5,96.36,98.29,Possible fever
36.62,24.29,1020.91,52.41,0.0,-0.01,-0.01,10.26,7.24,7.62,59.32,93.77,Fatigued
37.26,22.05,998.26,44.94,0.09,0.21,0.16,11.34,8.19,7.76,93.94,97.82,Dehydrated
37.84,24.97,1017.06,33.36,0.11,-0.02,0.12,5.78,2.65,4.01,109.43,98.09,Dehydrated
37.18,25.17,992.55,59.58,0.02,0.14,0.24,-2.98,7.68,16.66,93.51,97.01,Possible fever
37.44,22.81,1024.76,75.73,-0.01,0.06,0.07,11.38,15.22,10.02,58.61,93.49,Fatigued
37.69,28.19,1027.83,78.67,0.16,0.22,0.09,7.36,8.04,13.31,103.79,97.34,Dehydrated
36.7,26.89,1000.33,39.49,-0.01,0.04,0.06,9.03,12.3,9.64,67.13,93.87,Fatigued
38.52,35.45,1011.55,72.76,0.12,0.09,0.09,11.74,11.26,11.7,88.57,98.03,Possible fever
37.12,29.6,1009.26,52.02,0.13,0.03,0.02,2.98,15.19,17.27,106.24,79.41,Low oxygen state
36.33,19.6,1008.41,51.05,-0.01,-0.01,0.11,11.61,23.75,0.18,69.68,95.71,Normal
36.93,38.28,1008.63,45.61,0.05,-0.0,0.06,15.89,10.49,9.61,60.06,94.38,Fatigued
38.27,25.19,998.26,32.11,3.4,2.97,1.81,14.55,9.2,13.25,136.28,93.65,Overexertion
37.24,25.47,1009.59,72.5,0.13,0.09,0.01,13.29,12.96,10.63,68.1,96.65,Normal
37.03,25.85,1000.33,30.97,0.18,0.02,0.19,18.53,11.72,2.89,110.28,96.92,Stressed
36.72,28.6,1001.86,60.37,0.02,0.09,0.02,10.1,9.05,14.86,110.47,94.77,Low oxygen state
37.67,14.57,1022.24,70.85,0.13,0.12,0.08,11.81,6.46,4.86,102.79,96.15,Possible fever
38.06,33.01,1018.32,48.1,0.07,0.13,0.07,7.49,15.11,19.52,89.57,97.4,Possible fever
37.22,30.4,1007.14,34.32,0.07,0.12,0.13,14.04,14.18,9.49,102.19,96.55,Dehydrated
36.81,33.05,998.69,46.1,0.09,0.07,0.02,14.16,5.78,12.78,57.71,94.34,Fatigued
37.48,27.3,1011.09,76.98,0.1,0.07,0.12,21.94,14.49,14.86,100.71,97.03,Dehydrated
37.44,20.78,1012.47,38.58,0.16,0.1,0.07,5.01,8.58,11.38,101.98,89.14,Low oxygen state
37.14,28.2,1028.8,69.87,0.05,0.07,0.01,11.04,11.29,6.58,59.47,92.26,Fatigued
37.02,23.68,1005.68,46.32,0.08,0.12,0.18,5.42,6.85,5.58,111.96,81.62,Low oxygen state
37.06,27.91,1008.46,69.45,0.15,0.15,0.2,5.29,4.16,8.42,80.76,97.34,Stressed
38.52,24.27,1027.63,69.37,2.3,3.14,1.65,12.27,11.39,11.61,163.29,93.66,Overexertion
36.75,21.47,1015.66,49.01,0.05,0.14,0.11,5.37,0.65,9.25,74.16,96.51,Normal
38.6,29.47,1013.45,51.62,0.15,0.1,0.07,11.35,13.59,6.64,92.24,98.27,Possible fever
37.44,33.22,1011.96,72.92,0.21,0.12,0.12,16.05,9.79,9.72,91.55,97.04,Stressed
36.73,33.13,1017.48,47.43,0.04,0.07,0.1,4.34,5.69,8.3,58.63,97.37,Normal
37.64,38.01,1026.81,48.87,0.08,0.09,0.09,9.69,10.64,16.15,96.48,97.54,Possible fever
36.4,26.5,1008.94,50.05,0.15,0.24,0.18,0.45,18.06,9.22,118.34,96.67,Stressed
37.76,25.22,1009.54,67.56,2.71,3.29,2.93,3.64,9.66,11.06,133.02,95.68,Overexertion
37.43,32.02,1006.09,68.04,0.09,0.12,0.14,9.3,3.9,17.12,79.9,97.34,Possible fever
37.62,28.19,1034.9,49.57,0.1,0.15,0.06,8.59,15.25,14.86,91.6,96.8,Dehydrated
36.88,45.2,1012.51,73.34,0.2,0.15,0.06,6.4,16.53,7.26,69.32,98.45,Normal
38.74,22.08,1021.17,77.51,0.15,0.09,0.25,8.72,5.08,13.05,97.43,97.14,Dehydrated
36.57,31.4,1011.82,49.54,0.11,0.14,0.06,7.08,12.9,7.57,98.8,96.46,Low oxygen state
36.39,29.89,995.95,54.9,0.1,0.11,0.04,10.4,3.33,12.88,63.1,97.16,Normal
36.5,40.58,1013.39,64.21,0.04,0.04,0.03,15.62,6.69,7.05,53.13,92.13,Fatigued
38.02,21.65,1009.93,72.65,1.87,3.83,3.47,14.1,11.24,5.49,171.54,93.7,Overexertion
37.36,28.64,996.27,61.08,0.08,0.09,0.12,12.2,15.64,14.24,111.21,82.49,Low oxygen state
36.23,35.49,1021.67,47.67,0.19,0.07,0.18,10.4,2.72,0.89,113.24,90.17,Low oxygen state
37.18,26.79,1011.85,35.3,0.02,0.07,0.06,11.05,17.5,14.45,53.58,93.63,Fatigued
38.35,26.63,1001.95,40.67,0.12,0.06,0.05,13.04,10.78,12.4,104.02,98.8,Dehydrated
38.56,27.04,1002.53,64.39,0.06,0.02,0.01,7.95,1.59,5.84,106.61,96.78,Possible fever
37.27,19.25,1021.7,69.86,0.18,0.17,0.11,12.68,0.01,9.5,64.55,96.1,Normal
37.01,34.55,1005.82,62.98,0.17,0.08,0.07,3.9,9.01,11.7,97.99,97.67,Dehydrated
38.28,29.61,1009.66,73.25,1.49,0.82,4.34,6.59,10.88,16.05,150.05,94.72,Overexertion
36.92,17.29,1010.02,74.0,0.06,0.09,0.14,8.06,12.55,13.2,75.59,97.77,Normal
36.98,24.76,989.41,36.45,0.05,0.02,0.08,13.59,10.59,10.67,67.6,95.76,Fatigued
36.59,30.02,1002.14,36.83,0.14,0.08,0.12,15.61,9.77,12.51,87.29,85.97,Low oxygen state
36.28,24.23,1017.11,79.09,0.04,0.05,0.07,4.93,10.08,12.97,55.08,93.81,Fatigued
36.52,21.07,1009.1,43.9,0.04,0.08,0.05,10.97,7.55,15.57,66.5,94.17,Fatigued
38.59,26.83,1016.65,43.74,2.49,1.65,2.34,8.69,9.72,16.61,152.62,95.11,Overexertion
37.85,25.21,1020.82,40.41,1.79,3.46,0.86,9.04,12.37,8.85,151.58,92.45,Overexertion
36.83,32.8,1009.21,46.71,0.06,0.17,0.17,8.24,4.94,8.49,98.11,95.12,Stressed
38.55,29.91,1015.0,75.4,0.16,0.15,0.12,7.4,17.68,7.35,97.15,96.43,Possible fever
37.47,28.41,1027.22,75.84,0.14,0.11,-0.04,6.92,15.4,7.58,114.07,96.74,Dehydrated
38.52,41.88,1016.55,70.79,0.12,0.08,0.09,14.81,9.92,14.96,92.66,96.53,Possible fever
38.2,26.86,1009.61,70.32,1.75,2.19,2.17,13.73,14.71,11.1,146.47,90.57,Overexertion
36.89,30.02,997.31,65.34,0.15,0.1,0.19,13.49,5.12,15.53,100.85,96.62,Stressed
36.93,24.66,1004.55,67.4,0.05,0.09,0.2,12.5,13.72,10.94,97.66,85.97,Low oxygen state
38.55,19.97,1007.78,51.07,2.99,2.43,1.13,1.0,15.34,13.26,180.86,91.24,Overexertion
38.28,24.98,1007.21,33.58,3.17,2.11,2.27,7.08,2.28,14.12,172.77,92.49,Overexertion
37.12,31.75,1008.58,54.46,0.06,0.06,0.04,8.45,14.97,6.03,60.03,95.78,Fatigued
38.34,29.22,1017.82,58.1,1.48,1.83,3.37,17.25,8.51,8.31,162.58,91.03,Overexertion
38.53,32.87,988.21,47.84,0.14,0.11,0.17,5.7,17.21,4.02,85.44,96.81,Possible fever
36.88,33.41,1009.65,76.07,0.17,0.16,0.02,9.59,10.83,10.13,92.3,91.88,Low oxygen state
36.43,31.15,1016.99,70.9,0.06,0.08,0.25,7.53,5.22,15.74,111.08,98.77,Stressed
36.95,36.09,1007.24,70.43,0.18,0.17,0.16,4.72,3.44,17.25,84.94,97.72,Stressed
38.11,33.18,1006.73,41.0,0.05,0.11,0.18,12.91,6.65,10.08,101.96,96.97,Possible fever
38.59,26.31,1013.99,48.66,0.06,0.09,0.06,15.11,2.62,7.59,104.52,96.48,Possible fever
38.66,27.5,1007.57,71.62,0.08,0.06,0.14,14.02,10.73,7.73,99.22,96.08,Possible fever
36.66,32.89,1011.21,62.42,0.08,0.17,0.14,13.54,-1.2,9.89,100.52,97.27,Stressed
38.03,38.31,1014.52,42.21,0.06,0.18,0.1,20.19,0.82,12.45,96.43,97.71,Dehydrated
37.03,25.36,1000.9,46.74,0.04,0.06,0.06,6.3,4.38,12.46,67.28,92.82,Fatigued
37.13,39.09,1003.59,31.59,0.09,0.13,0.07,6.44,17.26,10.5,93.81,95.86,Dehydrated
37.16,33.51,1012.33,66.27,0.14,0.34,0.18,10.06,1.02,18.97,94.01,95.67,Stressed
36.75,24.75,1009.22,37.83,0.19,0.07,0.17,16.5,7.66,25.0,91.67,98.49,Stressed
36.94,31.53,1003.77,46.38,0.09,0.05,0.19,11.8,7.71,7.23,97.98,82.66,Low oxygen state
37.37,35.88,988.38,72.74,0.05,0.06,0.09,8.93,6.47,13.17,103.47,96.97,Dehydrated
37.61,24.5,1032.26,60.85,0.05,0.17,0.1,6.78,6.88,17.29,85.99,97.55,Dehydrated
36.77,27.58,1011.87,58.16,0.18,0.15,0.14,4.79,15.1,13.12,84.77,95.55,Stressed
37.03,32.17,1019.75,30.02,0.09,0.11,0.14,3.05,15.19,11.44,63.27,95.97,Normal
37.93,34.7,1022.06,66.38,0.15,0.11,0.12,1.78,4.17,12.5,107.0,97.9,Dehydrated
37.73,38.85,1004.57,66.68,0.07,0.07,0.06,12.2,11.96,8.7,99.47,97.32,Dehydrated
36.65,24.23,1015.09,56.97,0.09,0.02,0.12,7.63,17.55,19.14,78.99,96.37,Normal
36.92,24.72,1007.67,30.31,0.11,0.09,0.01,3.13,10.19,5.15,85.3,86.02,Low oxygen state
38.44,22.89,984.55,48.52,2.92,3.03,2.77,1.56,10.31,16.86,132.72,91.7,Overexertion
37.15,28.6,1023.36,61.51,-0.01,0.09,0.12,4.22,11.15,11.26,99.61,96.26,Dehydrated
36.63,25.5,1031.1,32.22,0.1,0.17,0.09,5.14,0.19,5.55,110.45,83.85,Low oxygen state
36.83,27.43,1000.12,69.1,0.05,0.01,-0.01,7.86,16.99,11.14,61.25,93.24,Fatigued
37.14,27.63,1002.83,63.39,0.05,0.1,0.09,9.89,10.43,4.69,101.32,92.42,Low oxygen state
36.86,35.53,1025.25,42.36,0.16,0.04,0.02,2.22,6.47,14.06,72.56,95.71,Normal
37.55,27.1,1013.07,55.57,0.03,0.07,0.03,17.46,2.73,13.0,92.55,97.51,Dehydrated
37.66,35.18,1011.27,56.78,0.07,0.11,0.14,9.38,2.33,9.17,105.06,94.74,Dehydrated
37.04,31.64,1025.06,49.7,0.09,0.05,0.09,20.35,8.69,4.04,78.66,97.96,Normal
37.79,26.14,1023.97,51.59,2.15,2.68,2.3,16.02,12.52,14.41,156.92,94.63,Overexertion
38.1,24.83,996.68,56.0,3.42,2.14,3.02,10.19,4.11,18.29,196.56,90.05,Overexertion
37.59,31.0,1007.74,40.67,2.74,1.42,1.26,4.83,14.49,16.96,131.34,88.65,Overexertion
36.9,26.98,1021.03,55.53,0.14,0.05,0.11,7.35,10.24,14.56,62.79,97.01,Normal
37.12,35.85,1021.34,50.07,-0.03,0.25,0.19,5.06,2.72,7.24,82.15,98.44,Stressed
38.67,30.51,1003.27,69.96,2.94,2.04,2.93,3.49,10.52,11.87,131.48,93.97,Overexertion
37.4,22.21,1003.8,49.46,1.27,2.63,2.19,14.37,6.7,5.19,181.33,91.34,Overexertion
38.77,32.36,1017.7,51.07,1.54,2.89,2.82,9.91,8.61,15.08,140.16,95.98,Overexertion
39.25,19.99,1022.35,53.37,0.05,0.06,0.1,3.76,8.81,4.99,97.5,96.44,Possible fever
38.92,25.46,1016.79,78.8,2.69,2.51,2.93,8.37,9.97,16.26,149.39,89.57,Overexertion
38.52,33.28,1024.14,56.08,2.57,2.57,3.1,9.41,13.19,2.74,175.7,90.37,Overexertion
37.04,36.57,1013.44,70.1,0.03,0.06,-0.01,5.32,12.78,17.08,52.23,95.73,Fatigued
36.71,20.66,1022.76,30.91,0.06,0.05,0.14,0.57,12.45,0.23,100.07,88.76,Low oxygen state
36.78,20.47,1021.49,59.36,0.12,0.15,0.19,13.78,0.25,-1.78,118.91,96.63,Stressed
37.4,34.66,1014.8,44.43,0.12,0.04,0.12,4.7,11.27,12.03,98.73,97.19,Dehydrated
36.95,16.74,1014.89,79.91,0.02,0.12,0.16,14.95,16.16,6.39,67.08,97.03,Normal
37.66,23.18,1008.8,50.08,0.06,0.09,0.09,12.31,4.91,6.91,112.86,97.07,Dehydrated
36.69,20.36,1005.64,64.86,0.12,0.12,0.1,11.86,3.39,-1.0,74.59,97.47,Normal
36.9,26.59,1005.73,71.15,0.05,0.09,0.17,9.99,8.64,7.77,99.41,86.0,Low oxygen state
37.36,24.58,1025.64,49.9,0.06,0.09,0.15,17.15,9.26,12.08,97.88,98.68,Dehydrated
36.7,19.44,1012.37,57.89,0.04,0.04,0.12,9.57,15.41,9.42,60.05,97.39,Normal
37.06,27.54,1026.93,35.37,0.12,0.04,0.17,13.06,12.44,4.85,108.37,88.09,Low oxygen state
37.81,25.25,1020.47,79.37,0.05,0.04,0.07,8.07,6.01,4.24,92.98,95.3,Possible fever
37.23,24.4,1020.4,51.04,0.08,0.02,0.04,11.2,6.44,21.36,64.69,93.86,Fatigued
38.79,27.38,1001.94,51.14,0.05,0.04,0.05,7.71,17.05,18.72,78.7,96.15,Possible fever
36.99,25.89,997.21,58.07,0.09,0.07,0.06,8.11,4.43,4.72,73.97,96.26,Normal
39.09,32.65,1021.95,70.5,0.15,0.12,0.11,7.79,6.73,8.4,106.7,96.29,Possible fever
37.13,30.7,1009.33,62.38,0.07,0.12,0.04,9.73,7.77,14.73,53.59,91.63,Fatigued
36.53,34.4,1005.14,71.98,0.15,0.08,0.09,10.55,8.67,8.79,104.67,86.61,Low oxygen state
36.81,34.27,1004.06,47.05,0.07,0.2,0.07,10.27,3.15,7.78,107.16,98.86,Stressed
38.23,30.15,1011.52,47.09,0.14,0.12,0.14,6.95,7.95,13.89,90.52,97.63,Possible fever
37.71,23.81,1014.71,39.18,0.12,0.13,0.05,10.52,5.71,9.32,70.59,96.33,Normal
38.05,20.42,1011.26,78.96,2.31,2.8,1.66,5.34,14.04,8.83,128.77,93.24,Overexertion
36.86,23.74,1018.56,58.37,0.2,0.23,0.23,11.73,3.57,10.67,90.02,95.83,Stressed
37.28,30.27,1014.88,44.71,0.07,0.15,0.06,11.49,16.52,1.05,117.99,98.47,Dehydrated
38.62,31.99,1007.5,66.8,2.58,2.16,3.09,2.31,7.68,2.19,180.08,95.25,Overexertion
37.96,28.48,1021.09,56.24,-0.03,0.13,0.09,11.44,5.3,13.71,87.06,97.79,Dehydrated
37.57,20.3,984.91,48.25,1.7,2.93,2.61,16.22,12.68,13.84,128.91,94.05,Overexertion
37.87,27.02,1009.22,40.13,0.25,0.07,0.12,9.33,10.88,10.21,80.78,96.6,Dehydrated
36.96,30.12,1021.51,40.15,0.0,0.14,0.05,8.16,5.51,10.84,66.06,92.26,Fatigued
37.16,34.26,1007.6,53.36,0.09,0.07,0.03,7.39,4.2,12.38,112.65,86.9,Low oxygen state
38.52,24.95,1025.59,30.35,2.65,2.29,2.3,10.37,13.21,9.58,162.25,92.42,Overexertion
39.67,29.12,1024.31,58.35,0.12,0.1,0.13,5.43,18.69,19.4,95.66,96.45,Possible fever
36.69,30.57,1009.38,70.91,0.02,0.1,0.06,12.12,7.77,12.25,65.96,93.43,Fatigued
36.76,31.63,1043.91,53.54,0.04,0.03,0.1,15.15,11.29,12.99,76.58,97.83,Normal
37.04,25.51,1014.85,49.45,0.03,0.04,0.03,16.35,7.17,13.7,55.05,95.82,Fatigued
38.33,32.55,1007.53,78.36,0.04,0.09,0.06,5.91,9.71,12.87,98.11,96.53,Possible fever
38.83,25.07,1014.87,30.5,1.82,1.46,2.7,15.65,5.27,12.08,181.09,89.84,Overexertion
37.37,29.86,1015.57,65.85,0.17,0.14,0.13,12.18,8.99,9.5,97.26,95.99,Dehydrated
36.75,18.78,1002.68,43.7,0.08,0.04,0.01,19.27,12.75,11.44,48.9,95.67,Fatigued
36.65,21.89,1029.42,47.0,0.08,0.12,0.08,7.71,6.42,0.67,59.01,96.23,Fatigued
38.11,31.3,1035.37,50.37,3.67,2.74,1.71,14.8,14.83,6.58,183.83,93.99,Overexertion
38.47,24.21,1008.82,46.44,2.09,2.19,1.75,15.08,9.37,7.37,198.15,90.82,Overexertion
36.54,21.3,1029.49,36.93,0.1,0.05,0.18,6.05,14.74,23.99,62.44,97.16,Normal
37.33,15.11,1002.7,38.58,0.06,0.17,0.05,-2.64,13.87,6.27,110.52,91.53,Low oxygen state
36.62,28.44,1020.34,57.12,0.04,0.03,0.06,17.39,9.61,12.47,55.14,93.79,Fatigued
38.74,28.52,1009.07,65.01,0.05,0.18,0.13,12.49,10.74,17.26,100.54,97.32,Possible fever
37.76,28.27,1010.25,50.0,0.14,-0.0,0.1,10.95,6.65,4.89,101.1,96.41,Dehydrated
36.71,30.88,997.0,48.27,0.16,0.26,0.11,4.06,6.64,8.52,93.23,96.25,Stressed
37.16,32.33,1009.43,32.01,0.11,0.18,0.1,7.14,5.86,8.69,101.22,79.36,Low oxygen state
36.81,22.61,1004.26,46.18,0.14,0.23,0.1,1.69,21.85,5.99,116.98,95.93,Stressed
36.84,18.99,1019.64,43.32,0.09,0.06,0.22,10.4,6.56,13.12,86.51,97.56,Stressed
37.04,28.9,1005.77,71.69,0.09,0.02,0.04,7.51,7.38,10.41,72.63,95.96,Fatigued
36.95,24.09,1033.4,46.89,0.07,0.11,0.14,12.38,9.69,10.35,106.32,85.79,Low oxygen state
38.74,29.66,1011.31,70.22,0.02,0.06,0.13,12.25,7.49,13.84,102.19,97.88,Possible fever
36.6,26.76,1008.53,45.61,0.07,0.04,0.05,10.36,23.25,16.09,58.4,89.87,Fatigued
37.53,25.19,1018.6,31.08,0.04,0.03,0.09,10.72,8.63,12.41,45.86,95.65,Fatigued
36.92,34.57,997.02,73.19,0.03,0.08,0.12,9.05,4.8,11.74,78.37,97.3,Normal
36.48,23.85,1024.11,36.97,0.03,0.15,0.18,16.29,2.44,15.08,79.87,95.46,Normal
37.77,33.06,1006.4,79.01,0.14,0.12,0.05,5.53,5.49,19.0,104.67,96.14,Dehydrated
36.95,32.27,1004.99,79.0,0.03,0.09,0.1,11.02,12.96,15.55,60.8,93.41,Fatigued
38.28,34.75,1013.71,50.39,0.1,0.11,0.06,17.51,9.95,5.53,88.56,96.23,Possible fever
37.67,30.3,1024.26,47.28,0.17,0.09,0.11,10.5,4.45,11.8,83.52,97.27,Dehydrated
37.19,29.53,1013.89,37.92,0.06,0.05,0.08,9.89,13.33,2.08,55.55,96.15,Normal
38.14,30.37,1006.52,59.71,3.08,3.74,3.64,7.69,11.12,13.06,191.21,91.43,Overexertion
37.92,40.94,1016.44,74.03,2.55,3.98,3.01,9.7,11.2,10.0,158.6,92.63,Overexertion
37.76,37.54,1019.51,71.43,3.36,2.24,2.75,11.19,8.66,0.35,169.56,93.02,Overexertion
38.07,31.86,1001.37,44.54,3.4,2.12,2.71,15.03,14.78,4.93,142.96,93.62,Overexertion
37.41,24.97,1017.62,62.28,0.13,0.09,0.05,9.56,6.63,0.86,88.35,97.46,Dehydrated
36.85,18.67,1026.56,33.55,0.06,0.06,0.02,10.83,13.34,14.27,68.06,93.03,Fatigued
37.51,23.27,1014.4,46.67,1.88,2.11,2.82,10.57,8.71,3.26,217.16,94.1,Overexertion
37.1,23.25,1018.28,69.53,0.25,0.11,0.11,13.25,6.13,19.99,79.98,95.47,Stressed
37.0,29.31,1022.05,30.83,0.12,0.1,0.07,14.25,5.26,9.72,69.73,97.54,Normal
36.78,32.6,1010.29,35.18,0.13,0.2,0.09,12.27,9.84,3.12,73.87,97.39,Stressed
