body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,Resting,Light activity,Moderate activity,High activity,Sleeping,Walking,Running,Sedentary,Normal,Stressed,Fatigued,Dehydrated,Possible fever,Low oxygen state,Overexertion,Early illness indication,Hot environment,Cold environment,Humid environment,Low-pressure environment,Healthy,Slight abnormality,Warning,Critical
38.72,32.71,1026.09,14.65,0.81,-1.17,2.06,278.95,-444.9,-194.8,79.82,62.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.78,32.76,955.12,97.75,-0.93,2.84,2.93,-285.57,-83.76,281.83,108.44,93.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38.5,29.14,1008.34,70.99,0.49,0.54,1.67,-414.55,351.65,-433.82,94.83,92.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
39.42,16.25,961.51,35.84,-2.31,0.28,-1.31,56.19,107.92,-382.14,104.87,91.32,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39.42,31.56,959.84,50.92,2.7,-0.31,-0.69,-357.3,177.1,16.19,106.33,64.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.11,21.27,1046.22,32.32,-2.66,1.52,-0.42,65.44,-308.78,141.27,188.84,79.17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37.43,38.67,1019.96,76.71,-2.91,1.01,0.63,-489.38,21.56,363.97,93.11,81.35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
38.39,16.76,960.89,68.0,0.62,1.76,0.33,-243.66,400.42,75.38,183.31,63.59,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.18,20.19,983.83,56.76,0.65,-1.45,-2.19,-151.08,248.94,12.3,147.57,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.53,25.41,1017.94,43.79,2.56,0.2,2.1,-236.93,348.79,379.83,75.4,82.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.96,35.9,1040.55,37.59,-2.81,2.29,-1.34,187.92,360.97,471.28,163.74,79.29,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.32,35.23,956.69,83.17,-0.52,-0.34,0.55,-450.82,-34.13,-42.44,102.55,99.64,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.62,21.8,958.32,45.32,-0.53,0.42,-1.43,328.96,11.67,-355.93,166.63,86.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.42,27.88,961.17,52.9,-1.35,-1.77,-0.53,-198.51,-30.77,-402.78,126.82,65.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.51,18.2,1004.46,25.63,2.01,1.13,0.76,-498.87,-241.6,-96.0,134.26,87.45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.65,36.96,996.41,87.87,1.59,-1.66,0.69,139.07,294.96,246.28,107.67,79.44,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.1,16.88,966.43,32.15,2.07,0.41,1.28,14.7,216.07,-420.01,102.51,94.53,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
37.28,38.68,1003.58,25.29,0.29,-2.45,0.95,312.49,-154.28,421.58,73.49,88.05,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36.3,42.79,984.24,66.21,0.48,0.56,-1.54,273.35,-315.38,466.26,59.0,95.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37.14,44.71,966.77,22.08,1.0,1.68,2.06,83.42,28.22,-4.05,114.86,80.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.18,39.99,953.31,98.02,1.6,-0.73,2.78,400.3,-116.24,42.5,73.57,77.02,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.97,17.76,959.93,60.37,-0.8,1.45,2.25,-448.44,-160.42,435.83,138.78,81.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.98,24.58,988.74,14.12,1.76,-1.02,1.85,-225.62,471.66,489.67,105.08,86.31,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36.02,13.11,1001.41,22.57,-2.73,0.98,-2.89,82.36,-129.68,276.0,165.5,66.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.77,15.76,972.43,93.97,-0.34,1.03,-0.08,425.96,-353.02,-89.92,84.89,76.01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.73,11.74,1028.04,59.33,-2.62,1.02,-2.47,286.15,150.18,-351.47,73.75,97.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
35.64,32.44,1007.0,41.95,-2.99,1.2,-2.35,69.37,389.83,149.5,77.1,75.65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35.97,28.66,1026.9,72.57,0.14,-2.42,-2.97,291.58,415.46,-450.57,160.59,62.87,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.84,42.1,989.78,43.51,-2.94,1.23,1.37,122.53,-185.88,130.44,135.4,78.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
39.73,26.21,1039.06,22.87,2.21,2.85,-2.21,29.17,250.24,63.28,92.05,85.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.37,32.48,1030.04,77.03,-2.98,-0.06,2.15,-229.9,-299.8,-30.06,177.61,78.15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36.23,24.06,1005.32,42.81,0.45,-1.34,1.29,396.62,493.74,-129.67,48.54,75.98,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.58,39.03,1018.29,98.29,-0.34,-0.32,-2.4,499.81,-103.47,151.95,108.76,83.17,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.82,42.42,964.75,34.09,-1.08,2.25,-2.14,373.01,-235.55,-199.62,66.86,99.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.06,25.11,1027.23,17.03,0.6,0.82,2.37,421.04,-115.27,364.74,138.79,80.57,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36.5,12.89,1010.71,62.32,-2.21,1.98,0.22,195.86,-182.23,370.3,180.43,70.18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38.9,15.72,969.93,19.03,-1.58,-2.37,-1.29,470.55,-277.18,-419.06,143.31,71.19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
36.89,35.22,977.28,81.62,1.9,-0.05,2.73,136.49,-287.37,-359.1,40.31,99.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.65,21.38,1041.63,43.36,1.26,-2.26,1.76,422.05,-354.13,124.31,143.27,95.43,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38.46,37.49,969.49,97.62,-2.16,1.0,1.4,-23.26,23.05,-336.28,101.3,60.76,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.46,36.24,993.55,91.02,0.44,-0.42,-0.3,185.24,213.66,156.84,171.38,81.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.05,34.3,1034.06,56.37,1.05,-1.08,-0.75,-222.78,-14.09,111.17,124.69,69.41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
39.18,38.5,981.45,41.92,2.53,-0.54,-1.83,-16.35,-470.45,-55.25,101.26,76.61,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36.81,36.48,966.35,99.06,-0.09,1.28,-1.6,499.12,-134.89,192.0,99.64,87.22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.03,32.14,999.38,42.2,1.06,-2.28,1.67,460.65,-49.08,-229.71,156.89,97.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.71,10.15,969.07,20.39,-0.87,2.32,-2.74,20.83,372.19,-396.21,154.15,93.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.24,28.05,1048.37,76.34,0.71,1.49,1.26,263.4,-255.26,-479.57,93.39,82.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.69,30.83,1015.18,84.6,-1.22,-0.28,1.62,450.97,-195.1,-438.61,182.29,83.9,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
37.54,43.62,1000.57,39.16,-0.14,1.31,-0.06,-234.79,11.24,60.49,85.53,69.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.11,32.77,993.86,34.93,0.7,0.25,-1.84,-191.65,-60.74,437.1,194.27,97.47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38.97,30.14,1011.73,48.58,2.33,2.21,0.43,-45.67,-299.37,-451.47,55.6,96.65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.64,28.94,985.75,27.86,1.67,-0.77,-2.99,-223.88,249.59,493.07,149.72,77.92,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.9,13.62,971.69,90.38,2.18,2.47,0.23,-313.73,-403.99,-447.25,190.14,84.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
35.95,24.97,975.88,86.82,0.05,-1.13,2.18,-329.53,-266.54,311.19,164.54,64.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.15,14.7,960.86,73.51,0.24,-0.45,-2.48,-340.8,273.3,-223.35,138.53,84.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.0,11.84,1039.57,84.35,-1.04,1.73,-1.71,-365.27,-263.32,85.52,200.0,88.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.92,21.53,1044.9,32.64,-0.13,0.97,2.48,331.67,-303.06,-381.32,92.77,98.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36.28,32.59,974.34,53.03,0.91,-1.17,2.44,388.95,457.73,227.56,170.37,89.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.56,40.34,1047.81,42.96,-0.36,-0.73,0.23,3.25,176.78,303.3,77.12,80.16,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38.17,38.36,1005.11,84.16,0.22,-2.73,-0.01,-238.12,22.02,283.42,111.8,62.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39.49,20.31,974.1,23.35,1.4,-2.9,-2.36,-451.0,196.56,495.15,188.13,97.85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.52,11.61,1000.57,27.04,0.09,-0.13,-1.49,-447.12,198.88,277.56,63.07,65.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.92,24.09,957.69,65.42,-0.27,0.4,0.31,-112.86,-36.06,-92.57,97.36,60.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.78,21.02,964.06,44.66,2.91,-0.56,2.61,461.96,57.73,231.38,135.76,86.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39.56,22.99,972.27,23.38,-2.54,1.37,0.3,-292.42,283.61,166.42,165.59,85.29,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39.16,29.57,1041.31,19.8,2.23,-2.51,-1.71,484.45,173.04,377.61,183.16,73.68,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.91,11.06,1044.92,52.62,-1.79,-1.2,2.82,-487.87,-146.03,386.89,70.58,60.46,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.88,22.98,990.92,76.47,0.37,2.12,1.65,425.97,485.21,-278.24,137.31,85.87,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8,29.55,974.2,14.78,0.48,2.65,1.96,63.0,9.22,166.57,90.75,87.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39.5,25.08,982.38,76.74,-0.06,-2.05,2.14,172.71,-384.64,-265.76,152.37,70.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.46,33.35,983.22,65.28,-1.53,-0.13,1.5,-265.17,-27.66,-460.87,145.26,93.29,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.91,16.51,1005.29,39.69,2.52,-1.74,-0.16,-261.18,296.75,463.01,69.38,66.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.04,15.38,966.95,12.74,-2.97,-1.17,-2.1,360.67,-179.14,16.41,68.72,88.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.04,20.78,1007.72,97.27,2.85,-0.38,1.46,418.07,357.15,-305.12,124.04,62.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
37.89,13.56,987.03,43.87,-1.84,-1.08,0.12,-359.22,31.58,325.41,183.41,92.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37.11,18.27,1012.5,94.05,1.28,0.79,-1.93,-252.76,-4.33,-499.24,41.92,72.72,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.06,13.04,1006.56,57.22,-1.0,1.72,1.42,-344.88,-141.38,474.28,60.16,92.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
38.91,24.07,995.96,61.17,-0.75,-2.04,-0.75,-318.85,-244.59,-229.19,89.63,88.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
39.6,34.9,961.92,39.66,-0.99,-2.58,-2.59,-469.66,-275.79,-158.68,103.53,91.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
35.57,20.03,965.73,46.5,-0.77,1.57,-0.02,-423.28,-45.26,-77.6,55.47,69.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39.14,10.13,984.64,69.39,0.76,-1.68,-0.7,297.11,-114.35,128.55,98.34,67.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.72,29.5,1024.03,52.06,1.71,-2.79,1.31,303.05,-69.62,-109.16,52.31,71.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.05,34.22,983.49,45.55,-2.2,-0.36,-2.87,-187.74,137.37,-327.08,91.94,94.39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36.09,23.7,977.97,12.6,2.01,-0.7,-1.95,6.93,264.62,346.31,97.02,93.8,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35.87,20.39,1029.39,43.21,2.92,0.86,0.82,-431.08,-216.08,318.42,127.14,95.93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.59,27.17,1037.23,27.17,1.21,-1.44,2.03,357.87,488.58,-228.0,126.34,62.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
38.33,13.54,1022.42,93.79,-0.56,1.65,-0.84,-68.01,-258.62,-372.28,193.41,81.03,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38.33,32.54,994.79,33.1,-0.65,1.26,-1.51,-148.2,-437.75,-384.92,145.36,73.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.94,35.67,971.24,15.53,2.48,-0.26,-0.9,-290.74,13.32,-114.98,106.57,82.55,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
37.29,34.66,1049.49,25.01,2.05,-2.76,0.84,445.67,446.64,-325.58,111.88,81.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36.99,21.5,983.81,21.46,2.95,-1.11,1.01,347.0,133.32,399.65,89.86,82.48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.31,39.49,993.27,26.1,1.45,1.88,2.08,287.78,-166.79,-474.87,159.06,69.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.22,43.14,1002.21,31.77,-1.02,-0.67,-0.92,7.27,463.53,-495.41,172.52,81.06,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
39.72,20.4,1006.46,95.79,2.12,1.54,2.81,-422.18,-26.43,-454.76,193.09,83.36,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
39.11,19.2,952.03,78.91,-0.97,1.16,2.2,-388.72,375.27,-229.94,186.67,82.61,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
37.42,34.64,1039.72,30.25,-2.39,0.91,-0.91,107.84,172.13,30.99,93.39,65.35,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
38.36,34.79,1038.03,71.01,1.9,1.25,0.38,285.78,54.71,-18.74,195.05,71.37,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
39.35,27.86,962.47,68.06,0.67,1.53,1.13,63.87,7.21,-406.1,88.04,79.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.71,42.32,1034.9,39.45,0.89,0.7,1.49,125.42,32.63,-364.33,103.32,64.18,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36.48,15.12,965.69,43.33,-1.09,1.93,0.5,259.5,450.11,-91.01,116.25,73.46,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36.26,26.71,974.28,91.16,-2.9,1.99,-2.06,-227.19,-170.16,-82.7,87.77,64.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35.5,11.23,1001.91,53.27,0.39,2.84,1.79,-327.87,157.97,198.8,196.23,72.76,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
38.73,11.84,1047.68,94.86,1.58,-0.93,-1.51,349.22,-391.63,20.82,131.01,86.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36.0,11.88,998.15,26.44,2.33,-1.46,2.18,126.55,-183.16,231.72,109.45,91.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36.6,27.21,988.51,13.35,2.61,-0.97,0.76,261.73,-36.06,-285.66,160.38,81.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.84,30.61,1001.85,54.28,1.8,-2.39,1.97,28.5,-340.66,-200.39,189.2,86.46,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38.02,10.12,973.3,63.06,-0.39,1.52,1.93,10.43,237.91,10.68,57.9,96.01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.29,32.14,1043.19,56.81,-1.12,-0.95,2.74,267.56,-178.66,-278.58,142.2,64.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.54,27.14,1043.52,68.59,-1.11,-0.47,0.19,408.67,-263.06,487.74,42.5,86.38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.75,17.83,1017.62,41.85,0.18,-1.05,-0.21,436.67,150.11,175.7,122.44,86.19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.06,10.53,965.47,22.11,-1.15,-0.79,1.78,-322.82,-488.61,-262.83,55.44,74.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.75,15.46,998.56,35.2,0.23,-0.74,-2.5,356.26,429.22,208.35,77.67,64.5,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37.02,31.01,988.21,16.52,1.47,-2.03,1.04,1.3,95.32,227.28,50.16,78.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36.83,33.06,1049.58,16.33,-2.59,0.43,1.41,-329.9,-392.15,125.22,46.11,80.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.8,32.65,955.21,43.8,-0.06,2.21,2.87,63.81,-74.43,130.09,106.85,60.84,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.53,15.36,975.83,90.73,0.95,0.27,-1.38,473.57,-438.26,-479.87,156.29,97.84,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38.61,41.89,999.17,54.46,2.44,2.52,-2.48,40.74,-87.5,-47.23,85.21,72.93,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36.05,24.38,1032.51,25.25,1.73,-0.74,2.69,-483.75,-152.37,267.81,100.86,94.89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.79,36.88,1022.91,42.5,0.74,-2.64,2.24,123.91,-49.73,-438.46,125.64,88.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.89,15.83,1045.62,97.99,1.5,-1.91,-1.94,95.0,-118.02,119.76,155.09,87.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.57,26.47,971.06,12.79,-0.72,-2.99,-1.25,-153.15,348.44,150.52,176.05,66.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.38,28.25,960.3,64.15,-2.46,-1.34,-1.01,-234.35,-221.87,-171.82,93.81,73.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.66,36.96,1009.0,64.92,0.94,1.69,-2.44,-3.16,-13.76,349.46,155.78,62.98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.9,31.75,993.26,89.34,0.42,2.19,1.62,369.69,499.5,-186.38,79.08,67.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.01,23.98,983.18,47.45,2.02,-2.51,0.64,-110.33,136.17,49.89,118.04,99.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.65,19.89,1027.53,47.93,-1.92,2.35,2.88,494.81,468.47,-430.89,120.24,95.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.43,44.05,1004.89,97.22,2.8,-0.43,-0.17,440.68,-76.06,-438.3,78.51,86.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35.55,19.96,982.16,12.16,2.21,1.11,-0.49,-152.21,-178.36,-52.5,144.97,94.58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.67,14.53,1003.78,64.67,1.91,0.84,-1.22,288.51,-254.44,-367.08,125.14,68.37,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.21,20.51,1043.26,73.16,-0.32,-0.52,-1.66,224.77,269.69,371.43,94.83,61.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.41,21.44,976.19,18.2,-1.02,-1.34,0.98,418.87,-78.2,379.8,175.09,87.01,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39.64,14.48,995.2,74.22,2.09,-2.49,-0.22,89.85,75.16,-64.82,110.33,90.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.62,34.79,978.78,69.37,-0.64,1.54,-0.83,-419.55,-97.64,-212.92,167.67,92.73,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.95,31.67,1007.55,11.47,0.18,0.02,-2.36,-469.15,-259.7,309.3,135.88,74.05,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.43,21.08,1040.19,86.5,-1.08,-1.26,-2.78,296.62,-415.4,-144.83,195.69,68.24,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39.99,44.76,1015.25,67.32,0.71,-0.12,-1.55,-126.56,-70.15,27.13,72.51,83.84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36.6,32.93,969.44,93.4,0.85,2.83,-1.12,17.51,233.72,-108.57,81.29,74.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39.29,34.61,962.92,66.39,-2.88,1.58,-0.5,276.5,217.98,351.32,106.92,83.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
