body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,activity_label
36.53,33.37,1007.74,30.97,0.06,0.16,0.08,7.06,5.98,9.69,79.35,98.72,Sedentary
36.04,29.61,1011.16,40.26,0.06,0.15,0.02,5.42,4.65,10.21,68.2,98.47,Sedentary
36.58,29.65,1009.32,33.07,0.09,0.09,0.05,4.95,11.63,9.34,67.27,97.09,Sedentary
36.21,30.64,1018.65,64.55,0.04,0.12,0.04,9.63,4.47,11.01,71.61,96.68,Sedentary
37.25,36.81,1024.72,44.22,0.07,0.09,0.07,8.51,5.79,8.18,72.41,97.12,Resting
36.7,33.16,998.16,66.76,0.15,0.1,0.21,5.19,6.03,8.81,62.29,95.71,Resting
36.51,30.44,1001.66,78.01,0.04,0.05,-0.0,3.92,4.22,0.82,48.61,98.58,Sleeping
37.08,24.81,1024.61,70.54,0.12,0.16,0.06,8.68,4.16,8.06,60.48,96.97,Resting
36.57,34.99,1010.64,68.04,0.07,0.12,0.08,9.93,6.71,4.86,74.19,97.95,Sedentary
36.35,15.84,1004.21,39.67,1.3,1.07,1.21,85.39,38.96,143.85,113.78,97.86,Walking
36.73,27.24,998.04,44.77,3.69,3.03,2.81,217.71,439.67,500.21,155.45,95.53,Running
36.62,26.19,1008.41,33.7,0.07,0.04,0.08,5.61,10.14,14.96,64.27,97.93,Resting
36.58,21.61,1008.52,33.55,0.07,0.02,0.07,5.37,4.69,5.75,51.84,97.99,Sleeping
36.61,18.29,1018.31,69.87,4.02,2.87,3.87,357.21,261.63,269.1,145.88,98.02,Running
36.94,25.47,1024.04,38.3,0.07,0.07,0.1,5.97,2.43,6.32,51.99,96.87,Sleeping
36.92,25.48,1013.91,53.5,0.09,0.04,0.08,19.56,12.61,3.44,62.14,95.27,Resting
37.15,28.14,1001.36,39.68,0.04,0.16,0.11,8.08,11.52,6.73,70.69,98.22,Resting
36.5,34.4,1023.14,30.77,0.16,0.07,0.12,3.34,-1.02,9.03,64.66,96.73,Sedentary
36.58,39.68,1010.59,49.34,0.13,0.05,0.11,11.95,9.52,10.26,60.03,95.67,Resting
36.75,30.99,1016.56,73.9,2.33,3.76,3.37,496.51,389.76,209.04,137.72,97.74,Running
37.31,34.42,1017.25,76.9,3.68,2.65,1.87,485.36,401.09,374.79,167.97,98.22,Running
36.73,18.74,1006.86,43.02,0.13,0.07,0.02,7.61,10.23,8.19,53.65,96.38,Sleeping
36.64,17.13,1019.02,67.16,0.13,0.06,0.09,7.33,12.8,9.88,68.98,98.26,Sedentary
36.51,24.43,1012.88,75.19,0.06,0.07,0.11,16.21,19.19,12.45,62.75,97.99,Resting
37.21,33.02,1023.02,67.85,3.71,1.79,1.99,434.04,241.6,538.88,129.17,96.9,Running
37.47,32.19,1008.93,72.74,0.09,0.1,0.13,14.84,6.72,15.2,76.69,96.5,Resting
36.73,28.4,1023.57,65.04,0.91,1.5,1.76,174.44,162.1,188.79,109.75,96.42,Walking
36.79,31.71,1022.94,65.39,0.05,0.03,0.07,2.17,6.33,-0.04,51.77,97.8,Sleeping
36.63,24.58,1012.89,73.18,1.29,0.87,0.79,103.92,115.18,127.76,103.34,96.66,Walking
37.31,37.14,1002.62,42.99,4.43,1.98,2.05,371.19,361.19,494.09,157.46,96.86,Running
36.78,32.47,1018.19,69.72,0.1,0.11,0.11,10.9,5.9,4.52,72.51,98.26,Sedentary
36.9,25.01,1016.1,59.24,0.03,0.1,0.05,6.07,3.16,4.52,45.46,96.64,Sleeping
36.84,33.15,1007.93,35.72,0.09,0.06,0.03,0.45,6.13,5.62,57.72,96.61,Sleeping
36.36,22.31,999.28,32.57,1.55,0.59,1.55,96.11,72.47,125.25,78.55,98.66,Walking
37.17,26.18,1015.42,70.61,0.11,0.04,0.09,14.43,5.87,18.03,72.39,96.68,Sedentary
36.87,41.71,1013.84,34.16,0.11,0.07,0.05,12.86,9.24,7.43,65.2,97.64,Sedentary
36.88,26.53,996.41,57.09,0.11,0.06,0.01,6.5,4.33,7.45,47.82,97.33,Sleeping
37.08,23.1,1022.56,66.85,0.07,0.01,0.07,11.86,2.55,7.17,62.33,97.09,Sedentary
36.69,35.24,1018.25,34.26,0.06,0.05,0.11,21.21,7.25,12.11,64.88,97.32,Sedentary
36.9,30.87,1026.45,66.11,0.9,1.15,0.91,150.8,96.82,145.91,104.23,95.8,Walking
36.84,40.19,1024.45,72.14,0.07,0.13,0.11,7.62,1.23,10.59,73.84,97.79,Sedentary
37.05,28.35,1015.85,78.56,1.58,1.35,0.75,107.36,107.87,140.66,78.4,97.68,Walking
37.02,17.45,1017.36,37.22,0.07,0.02,0.06,2.77,8.82,1.92,49.86,96.64,Sleeping
36.62,34.65,1028.06,60.09,1.72,1.23,1.19,125.43,105.16,192.06,97.16,97.85,Walking
36.59,31.58,1003.22,51.68,1.41,1.45,1.87,13.44,187.44,35.97,91.09,97.18,Walking
36.91,22.34,1009.24,65.05,0.11,-0.02,0.07,-1.18,0.92,6.43,56.02,96.47,Sleeping
36.81,25.14,1015.99,44.43,0.94,1.36,0.68,79.68,132.84,161.21,95.39,97.19,Walking
36.94,23.62,1021.15,58.87,0.07,0.08,0.06,7.76,5.6,12.1,70.15,99.15,Sedentary
36.19,29.0,1042.99,48.04,0.07,0.07,0.07,7.7,7.33,8.38,51.54,96.92,Sleeping
37.12,35.06,1014.97,46.53,2.72,4.04,3.91,475.82,656.11,519.36,169.82,98.42,Running
36.67,35.5,1011.77,67.09,0.01,0.04,0.08,8.42,9.81,8.85,78.65,97.15,Sedentary
36.36,26.84,1011.15,34.92,1.22,1.15,1.33,135.15,131.79,59.3,82.07,96.23,Walking
36.32,23.41,1008.72,39.7,3.09,1.85,3.39,561.26,417.34,507.08,168.12,96.18,Running
37.09,40.23,1017.28,69.61,0.07,0.07,0.06,5.0,7.74,14.07,72.87,97.53,Sedentary
37.02,24.89,1015.29,42.76,0.06,0.09,0.06,8.27,6.38,9.9,64.49,97.03,Sedentary
36.89,29.03,1005.97,53.17,0.13,0.08,0.17,19.1,1.12,9.58,73.74,97.97,Resting
36.75,36.05,1017.66,72.59,-0.01,0.04,0.06,2.01,5.28,5.81,48.38,96.1,Sleeping
36.52,27.51,1017.61,70.72,0.05,0.06,0.05,7.29,1.66,4.93,44.88,96.93,Sleeping
36.39,27.63,1030.96,48.76,0.07,0.07,0.08,20.71,12.24,7.36,54.48,95.49,Resting
37.03,25.84,1014.37,31.34,1.0,1.13,0.97,110.28,91.1,36.98,116.37,96.19,Walking
36.64,12.62,1007.67,76.83,0.12,0.06,0.04,3.24,0.24,6.3,67.71,97.5,Sedentary
36.58,21.25,1029.08,60.35,1.28,1.77,0.91,121.83,109.34,123.01,102.42,96.77,Walking
36.82,37.2,1005.91,39.35,0.13,0.08,0.08,10.81,7.77,0.71,82.53,96.99,Sedentary
37.15,26.83,1034.66,63.22,0.06,0.05,0.01,-1.14,2.0,7.53,52.09,97.54,Sleeping
36.71,26.69,1001.99,35.69,0.07,0.2,0.1,9.74,11.59,11.16,54.97,96.75,Resting
36.51,24.84,1016.8,47.35,1.41,0.99,1.08,99.33,93.5,132.04,90.63,95.94,Walking
37.37,26.39,1019.38,50.55,0.73,0.73,1.35,124.94,101.72,69.23,115.21,97.49,Walking
36.87,23.24,998.75,49.92,0.08,0.08,0.09,9.27,4.59,5.73,65.36,97.16,Sedentary
36.62,25.33,1025.46,42.86,0.11,0.05,0.03,3.91,0.22,4.69,40.94,97.02,Sleeping
36.78,35.83,1020.06,60.99,0.08,0.14,0.04,5.81,13.39,9.7,63.62,99.26,Resting
36.84,23.45,1014.08,73.75,0.1,0.12,0.09,5.06,4.86,8.28,48.37,97.17,Sleeping
37.31,22.24,1017.88,48.02,2.79,2.62,2.92,261.18,199.89,348.01,175.46,97.91,Running
36.91,26.77,1015.67,75.34,3.97,3.12,2.63,516.0,376.07,396.24,145.84,98.06,Running
37.28,28.47,994.83,50.56,0.14,0.11,0.08,7.23,-1.46,5.41,71.06,96.97,Sedentary
37.08,24.82,1010.32,35.91,0.05,0.08,0.01,7.01,4.85,0.4,51.72,94.69,Sleeping
36.32,24.33,1016.37,60.8,1.31,2.31,0.63,136.35,143.11,48.74,103.21,97.25,Walking
36.52,24.21,1011.61,50.71,0.05,0.16,0.11,0.12,-6.48,9.24,59.17,97.07,Resting
36.81,31.43,1015.35,39.28,3.5,2.54,4.18,195.98,382.58,164.15,135.95,95.89,Running
37.04,30.3,1008.0,40.63,-0.02,0.05,0.13,7.19,1.19,5.17,75.35,95.73,Sedentary
36.56,13.8,1008.81,64.71,0.15,0.07,0.17,15.38,9.36,1.87,70.34,97.17,Resting
37.28,27.63,1000.0,38.04,0.09,0.14,0.12,-2.15,10.98,7.94,84.61,97.98,Sedentary
36.79,26.97,1004.46,44.13,0.11,0.09,0.14,2.06,6.0,4.57,76.44,98.01,Sedentary
36.73,33.12,1026.75,51.94,0.06,0.09,0.09,7.63,11.7,1.81,73.42,97.3,Sedentary
37.2,28.5,1010.54,63.14,0.02,0.0,0.12,7.58,13.21,-3.11,64.72,98.19,Sedentary
36.8,32.04,999.48,48.07,1.22,0.93,1.27,113.02,79.74,91.38,92.23,95.46,Walking
36.94,25.02,1001.06,59.51,0.91,0.78,0.91,85.58,127.05,95.14,92.86,96.91,Walking
36.97,27.11,1017.16,54.41,0.42,1.2,0.91,133.44,157.04,123.02,101.4,95.75,Walking
36.77,17.09,995.0,70.87,2.86,2.69,3.34,343.99,324.72,529.82,165.68,96.31,Running
37.19,25.79,1018.03,70.8,0.05,0.07,0.09,3.07,11.97,17.44,61.1,96.28,Resting
36.79,26.6,1027.31,46.23,0.03,0.08,0.06,4.25,5.0,4.63,50.28,96.33,Sleeping
36.69,30.1,1001.33,38.04,0.88,1.7,1.13,102.13,82.62,107.63,102.48,97.25,Walking
36.56,24.22,1032.28,75.07,0.1,0.14,0.13,9.46,11.74,6.31,67.3,97.52,Sedentary
36.82,29.4,1004.56,48.57,0.05,0.06,0.13,5.32,10.28,0.69,77.48,97.63,Sedentary
36.95,35.8,1003.19,70.56,0.07,0.12,0.01,5.91,9.59,3.36,57.97,97.45,Sedentary
36.93,20.49,1024.12,31.92,0.16,0.15,0.17,4.0,18.67,0.59,53.48,96.46,Resting
36.85,28.62,1016.75,50.83,1.64,1.61,3.26,393.48,224.51,661.57,197.27,96.7,Running
36.8,24.66,997.27,31.94,0.06,0.04,0.05,2.34,8.41,3.04,55.44,97.9,Sleeping
36.86,25.26,1012.21,53.76,0.06,0.11,0.15,7.23,14.15,8.51,63.07,97.22,Resting
36.53,28.88,1001.49,33.52,1.43,0.84,1.42,125.56,77.07,93.45,96.75,97.63,Walking
36.81,24.37,1013.56,73.49,1.28,1.64,1.63,76.43,107.04,135.75,93.09,96.05,Walking
37.1,36.41,1013.54,59.65,0.08,0.04,0.07,4.91,2.28,7.71,50.88,97.28,Sleeping
37.15,30.48,1015.51,32.52,0.1,0.07,-0.0,2.16,10.07,3.62,67.9,96.73,Resting
36.77,22.94,1013.95,50.82,0.77,0.89,1.17,164.3,132.84,131.86,84.22,97.52,Walking
37.06,17.65,1017.45,42.14,0.11,0.1,0.08,5.03,7.71,5.67,67.81,97.31,Sedentary
36.84,16.7,1017.73,61.51,0.05,0.04,-0.01,13.0,1.67,-0.57,45.93,96.5,Sleeping
36.74,32.54,1019.27,34.32,0.06,0.04,0.1,12.98,9.5,9.74,69.11,96.84,Sedentary
36.89,37.02,999.9,64.77,0.09,0.11,0.13,9.52,14.97,13.65,75.19,96.23,Sedentary
36.75,17.24,1012.21,68.95,0.03,0.03,0.07,5.8,13.07,-0.15,44.64,97.23,Sleeping
37.0,33.44,1003.88,35.14,0.61,0.71,0.82,42.79,137.91,168.78,105.65,97.03,Walking
36.34,30.36,1030.51,43.18,3.28,2.47,3.95,473.96,331.92,392.23,130.34,96.65,Running
37.19,30.2,1007.6,37.6,0.15,0.06,0.04,10.67,11.9,1.97,69.3,96.44,Sedentary
36.96,25.88,998.89,49.59,0.05,0.1,0.05,6.19,9.16,6.7,53.94,96.21,Sleeping
36.88,23.64,1011.3,72.28,0.12,0.09,0.03,6.4,4.63,11.89,61.54,96.67,Resting
37.46,31.33,1014.53,49.16,0.73,1.34,1.32,148.74,229.96,87.26,101.95,97.09,Walking
36.9,26.84,1022.54,47.96,1.34,1.48,1.58,124.17,141.98,182.08,100.1,97.37,Walking
36.88,18.56,1022.79,67.91,0.09,0.12,0.06,11.14,6.4,9.86,71.75,97.28,Sedentary
36.93,28.84,992.64,50.5,0.14,0.14,0.2,5.78,7.68,0.23,67.63,95.45,Resting
36.54,36.33,1026.25,59.43,1.59,1.66,0.6,108.67,149.83,178.92,91.71,96.75,Walking
37.02,35.49,1008.61,35.92,0.02,0.04,0.08,2.6,8.73,2.31,71.42,97.3,Sedentary
37.19,21.14,1009.63,43.89,2.31,3.89,1.38,396.94,484.72,371.05,160.72,98.61,Running
36.59,28.55,1013.96,47.35,0.07,0.15,0.15,9.0,10.75,2.04,68.72,97.61,Sedentary
36.88,33.07,1016.09,79.2,0.04,0.11,0.02,7.09,5.1,7.26,50.58,95.66,Sleeping
36.45,17.49,1033.25,42.6,0.99,1.66,2.08,172.68,89.48,124.19,112.83,97.48,Walking
36.51,24.89,1019.31,57.1,0.02,0.1,0.08,5.73,6.14,9.25,47.9,95.75,Sleeping
36.68,26.69,1016.51,34.17,1.41,0.78,1.29,81.86,39.96,63.58,91.83,97.11,Walking
36.87,28.43,1021.45,79.17,0.07,0.1,0.04,9.26,6.51,6.07,79.35,97.56,Sedentary
36.98,29.52,1020.05,40.67,1.27,1.7,1.5,114.67,135.85,179.71,87.96,95.24,Walking
37.08,28.25,1013.68,42.62,0.72,0.77,0.83,151.44,204.97,177.02,80.35,97.17,Walking
36.93,27.54,1015.59,54.6,2.65,3.25,3.38,357.49,348.13,303.21,159.86,96.45,Running
36.6,35.09,1015.86,52.44,1.21,1.21,1.44,191.01,123.24,60.36,106.44,96.22,Walking
36.83,28.83,1001.32,42.7,0.09,0.03,0.11,3.16,9.66,6.08,65.46,96.67,Sedentary
36.73,24.68,1023.33,73.06,3.28,2.98,3.13,557.01,185.15,233.12,136.67,94.68,Running
37.03,27.83,1018.16,66.51,0.52,1.17,1.73,100.22,97.52,154.28,95.06,95.89,Walking
37.17,21.86,1014.35,77.15,0.04,-0.01,0.1,14.89,9.96,4.23,78.22,96.98,Sedentary
37.17,22.65,1011.53,46.2,0.16,0.1,0.02,13.58,3.81,3.57,57.84,98.01,Sedentary
37.38,18.97,1000.5,48.9,3.1,2.99,2.22,300.0,284.58,429.96,157.75,97.14,Running
37.25,22.29,1024.24,39.07,4.28,2.63,4.72,453.17,67.35,629.46,154.81,97.08,Running
36.86,34.75,1009.56,48.48,0.08,0.11,0.04,9.87,12.19,9.41,63.9,98.33,Sedentary
37.15,31.18,1022.96,42.09,3.9,3.74,3.23,169.5,385.19,351.93,159.75,98.75,Running
36.97,16.11,1022.38,47.86,1.87,1.42,1.02,128.72,134.43,149.18,70.98,96.71,Walking
36.43,30.63,1021.96,53.16,0.11,0.09,0.09,10.71,10.81,16.32,64.21,95.91,Resting
37.15,35.01,1012.15,60.46,0.03,0.07,0.07,-0.42,17.11,3.88,63.41,96.67,Sedentary
36.8,26.17,990.66,38.06,0.04,0.03,0.04,5.86,7.88,2.79,45.24,96.2,Sleeping
36.14,32.24,1002.24,48.32,3.15,1.37,4.71,252.63,475.44,333.63,119.34,98.15,Running
36.61,25.65,1002.66,46.4,0.06,0.22,0.14,11.59,14.81,8.7,37.73,97.42,Resting
36.71,37.06,1009.6,54.05,1.19,1.61,1.39,144.7,170.13,128.36,94.19,97.24,Walking
36.7,30.16,1004.14,69.62,0.09,0.08,0.16,11.21,18.29,11.14,63.61,95.97,Resting
37.45,39.99,1000.75,52.24,0.03,0.07,0.12,5.93,6.8,3.3,36.63,97.35,Sleeping
37.14,21.42,1017.7,43.85,0.58,1.54,1.99,101.44,154.36,115.41,95.26,96.14,Walking
36.57,22.68,1020.37,39.48,0.01,0.0,0.05,1.01,4.47,2.24,46.86,96.17,Sleeping
37.27,33.48,1006.38,33.43,-0.01,0.05,0.03,7.17,4.71,6.34,54.52,98.06,Sleeping
37.21,24.09,1022.42,38.98,0.08,0.09,0.06,12.27,-5.65,12.17,65.7,94.86,Sedentary
36.35,27.58,1006.5,68.15,2.08,2.72,1.11,269.18,402.03,410.58,133.14,98.85,Running
36.57,31.98,1013.07,49.48,0.63,1.27,1.12,123.65,130.64,96.63,88.25,95.17,Walking
36.66,41.01,1026.73,74.61,1.8,0.94,1.54,111.21,130.74,38.95,92.0,96.36,Walking
36.9,31.46,1010.24,43.29,0.1,0.09,0.03,9.41,6.75,4.35,60.24,96.73,Sedentary
36.62,33.81,1018.31,53.82,2.67,3.59,1.79,231.66,524.27,271.01,121.34,96.34,Running
36.93,32.74,1004.43,50.73,0.11,0.13,0.13,7.85,6.07,0.83,90.78,97.76,Resting
36.76,20.97,997.79,35.12,0.83,-0.02,2.08,89.11,82.35,184.92,91.51,98.02,Walking
36.36,26.58,1013.28,38.41,1.02,1.32,1.27,118.51,126.24,151.35,97.84,97.9,Walking
36.32,25.99,1001.82,30.17,3.53,3.34,2.92,438.78,409.96,350.96,115.6,97.84,Running
36.77,21.18,1018.21,76.99,1.36,1.2,1.92,170.35,115.97,118.87,83.35,95.48,Walking
37.03,40.08,1003.96,70.17,1.37,0.82,1.44,70.34,148.33,107.69,92.41,96.58,Walking
36.69,35.19,1018.71,62.11,0.08,0.12,0.11,1.23,12.01,15.36,70.88,97.26,Sedentary
36.45,28.3,1012.9,34.42,0.05,0.03,0.12,9.53,1.57,4.69,50.06,96.54,Sleeping
37.01,29.79,1018.71,47.43,0.02,0.1,0.08,6.39,16.05,10.74,58.48,96.56,Resting
36.83,21.34,1025.83,55.2,0.06,0.09,0.1,7.88,11.83,20.52,74.89,96.21,Sedentary
36.92,27.17,1012.16,39.74,1.73,0.75,1.32,73.34,91.4,176.53,101.65,96.58,Walking
36.73,33.11,1018.21,47.04,0.76,1.45,1.58,151.58,158.58,89.98,97.26,97.26,Walking
36.75,26.38,1019.63,32.88,0.15,0.06,0.1,16.94,11.25,8.61,72.58,95.69,Sedentary
36.5,22.99,1010.28,74.46,0.07,0.08,0.08,3.89,0.97,7.28,47.84,97.14,Sleeping
37.16,31.25,1023.25,35.18,0.12,0.04,0.12,11.63,7.42,15.15,67.19,96.3,Sedentary
37.35,29.15,1002.47,63.43,0.01,0.08,0.05,0.74,9.43,9.42,55.81,98.19,Sleeping
36.81,34.64,1005.12,58.46,4.12,1.51,3.65,421.36,443.08,618.22,154.2,97.78,Running
36.45,28.31,993.84,79.22,0.16,0.16,0.08,16.25,16.35,14.83,68.6,96.37,Resting
36.79,30.7,1007.49,79.66,0.14,0.1,0.06,13.52,6.67,6.12,80.41,96.74,Sedentary
36.48,30.0,1013.62,36.17,0.05,0.09,0.0,6.31,6.92,9.92,49.3,96.64,Sleeping
36.96,42.33,1019.49,47.16,0.14,0.06,0.01,3.92,3.69,6.02,58.42,96.16,Sedentary
36.63,25.58,1008.36,79.57,3.28,4.01,3.3,409.69,323.47,496.89,181.2,97.26,Running
36.68,29.76,1026.25,75.94,0.65,1.3,0.39,100.08,139.27,148.57,104.56,94.37,Walking
36.81,25.97,995.96,68.39,0.04,0.04,0.08,5.79,4.19,5.67,56.36,97.97,Sedentary
36.55,33.14,1009.83,50.54,0.53,1.3,1.19,135.43,115.09,115.8,93.71,98.0,Walking
36.98,30.21,1018.41,56.12,0.11,0.08,0.04,-4.08,-0.2,10.99,72.54,98.08,Sedentary
36.76,16.34,1031.52,47.73,0.12,0.08,0.08,6.2,10.17,5.5,65.01,96.57,Resting
36.65,20.26,1007.93,56.52,0.16,0.13,0.11,1.1,3.76,11.72,78.33,98.8,Sedentary
36.73,24.86,1011.54,41.59,1.61,0.96,1.6,158.07,131.77,167.5,96.28,95.19,Walking
37.1,23.01,1001.31,71.34,0.14,0.07,0.12,7.96,6.76,8.75,68.85,96.29,Sedentary
37.07,38.45,993.86,71.56,0.87,1.27,1.19,77.14,132.4,101.62,101.46,96.34,Walking
36.71,39.31,1013.67,51.21,0.07,0.1,0.11,6.62,18.41,7.0,74.26,96.43,Sedentary
37.09,24.62,1017.49,65.53,2.25,3.3,3.91,426.43,478.35,548.34,141.47,96.19,Running
36.63,23.23,1010.23,42.54,0.08,0.06,0.06,25.6,3.06,11.98,41.94,96.69,Resting
36.53,24.92,1007.76,72.77,0.07,0.14,0.13,2.34,5.28,8.18,62.86,99.17,Resting
36.56,27.86,992.8,46.07,0.07,-0.04,0.1,9.79,6.01,3.33,72.01,97.38,Sedentary
37.63,15.61,1004.59,75.99,0.11,0.12,0.05,15.2,19.57,10.78,77.61,97.46,Resting
37.29,21.71,1024.36,52.05,0.0,0.04,0.06,5.15,7.42,6.73,60.86,95.77,Sleeping
36.59,34.46,1012.46,40.82,0.12,-0.03,0.1,15.48,1.62,9.31,75.54,98.15,Resting
36.71,27.88,1011.96,71.03,1.68,1.21,1.13,108.41,41.77,139.55,93.41,94.75,Walking
36.86,23.23,1010.24,34.18,0.07,0.12,0.19,9.17,6.59,11.53,65.59,96.88,Resting
36.31,37.92,1006.39,43.03,4.02,3.35,3.75,237.0,364.73,450.3,129.17,96.21,Running
36.57,27.72,1009.91,51.06,3.78,2.21,3.13,773.03,281.63,473.11,148.34,98.26,Running
36.83,20.03,1016.69,44.81,2.02,3.23,2.06,522.71,486.89,369.18,182.27,97.84,Running
36.8,24.01,1003.18,61.59,2.04,1.69,4.55,495.25,418.82,490.53,169.93,96.93,Running
37.17,34.14,1013.58,72.93,2.96,2.4,2.27,415.0,461.43,462.05,148.9,95.5,Running
37.04,40.06,1017.4,61.88,0.71,2.41,1.84,131.75,35.88,105.11,91.01,98.37,Walking
36.99,26.3,1011.08,51.12,3.39,3.52,2.16,480.79,286.83,562.47,148.56,97.73,Running
36.9,24.56,1001.46,58.13,1.31,1.14,0.15,100.57,144.19,180.68,98.28,96.8,Walking
37.02,38.37,1018.0,56.86,1.84,3.17,3.81,263.02,451.67,473.04,177.72,97.46,Running
36.7,22.13,1012.64,54.09,0.06,0.06,0.06,6.0,3.25,8.28,68.9,96.29,Sedentary
36.46,24.47,999.55,61.12,4.26,3.32,3.12,488.34,252.3,487.42,140.29,96.59,Running
36.32,20.58,1009.2,75.97,1.14,2.06,1.51,121.14,82.03,39.95,87.38,95.47,Walking
36.45,27.06,1013.44,45.96,0.09,0.07,0.01,6.84,6.03,5.21,47.5,97.2,Sleeping
37.15,24.93,1008.16,35.86,0.1,0.06,0.12,14.52,23.93,9.91,79.19,96.1,Resting
36.79,33.57,1010.47,61.18,0.09,0.16,-0.01,7.73,18.32,7.52,64.84,97.29,Resting
36.98,22.07,1017.05,48.57,1.43,1.3,0.81,60.17,136.82,73.9,92.18,98.4,Walking
36.81,39.78,1004.25,40.4,0.1,0.13,0.08,5.45,11.38,8.25,71.24,97.35,Sedentary
36.37,26.58,997.11,64.85,0.48,1.54,0.78,120.21,111.74,199.13,76.29,97.3,Walking
36.69,31.18,1024.73,67.1,3.01,2.42,1.81,323.76,477.32,272.66,145.88,97.63,Running
36.44,23.42,1020.71,62.54,1.7,1.79,1.09,39.0,104.64,189.74,98.44,96.9,Walking
36.5,34.63,1014.72,44.19,1.21,0.66,1.08,130.5,182.88,155.28,101.74,96.62,Walking
36.11,29.64,1017.82,46.14,1.07,1.17,1.16,101.64,109.58,146.56,102.55,98.8,Walking
36.88,23.07,1025.32,53.28,1.89,1.61,1.72,239.34,154.37,53.49,87.22,96.84,Walking
36.4,18.53,1014.38,41.62,0.01,0.02,0.13,6.7,11.14,6.97,62.3,97.22,Sedentary
36.95,37.95,1023.03,55.88,1.57,1.15,1.23,195.74,100.51,118.0,83.54,96.19,Walking
36.76,16.84,998.34,41.79,0.02,0.04,0.08,5.22,11.69,6.89,51.71,95.93,Sleeping
37.3,34.0,1007.56,76.53,0.11,0.06,0.01,6.11,1.22,0.81,60.12,97.5,Sleeping
36.54,21.01,1018.71,42.19,0.11,0.04,0.04,5.71,4.78,4.72,50.69,97.02,Sleeping
36.93,28.32,1015.3,70.91,0.84,1.68,1.57,141.37,148.3,104.0,92.12,97.16,Walking
36.55,22.93,989.15,33.7,0.12,0.12,0.1,7.8,10.26,-1.7,68.26,98.03,Resting
37.0,21.27,1015.74,34.03,0.06,0.02,0.06,10.46,-1.03,5.1,51.21,97.14,Sleeping
37.1,31.32,1002.77,32.14,0.95,0.53,2.11,107.58,133.38,204.36,106.42,96.82,Walking
37.07,29.09,1033.32,35.19,0.04,0.03,-0.01,6.94,4.2,3.83,48.08,96.48,Sleeping
36.33,26.95,1041.08,66.36,0.13,0.08,0.15,11.54,13.56,15.2,61.91,96.92,Resting
36.71,20.8,1026.66,69.94,1.39,1.91,2.73,431.51,401.91,494.41,134.54,98.22,Running
37.32,13.85,1013.55,73.73,0.15,0.07,0.02,10.72,5.18,12.73,67.2,98.09,Sedentary
36.91,25.93,1010.82,73.35,1.37,2.96,2.69,343.04,368.66,276.22,169.81,96.45,Running
36.45,38.35,1014.83,46.69,1.18,1.28,1.54,149.29,119.26,127.81,81.2,95.83,Walking
36.99,23.95,1003.15,75.61,0.02,0.11,0.06,4.79,11.69,15.28,61.14,98.12,Resting
36.7,39.16,1014.62,32.67,3.25,2.57,4.19,575.38,446.54,316.13,132.44,97.1,Running
36.88,28.78,1012.05,52.79,2.78,2.65,2.42,466.85,300.88,295.71,134.64,95.2,Running
36.91,19.61,1011.85,74.97,1.61,1.56,1.29,93.96,114.43,221.49,98.16,97.12,Walking
36.25,29.8,1035.94,48.29,0.22,0.19,0.1,4.32,10.42,19.34,80.6,97.39,Resting
36.82,36.67,1005.61,65.28,0.04,0.02,0.03,2.29,1.36,5.95,50.82,94.96,Sleeping
37.07,34.74,1016.48,76.12,1.44,1.84,0.8,175.75,193.01,56.03,94.34,97.33,Walking
36.58,17.53,1002.16,79.22,0.03,0.06,0.06,-2.54,7.91,6.73,39.3,96.53,Sleeping
37.01,35.83,1023.58,52.39,1.81,2.66,2.76,435.91,628.94,440.41,171.52,99.28,Running
37.26,22.52,996.92,65.29,0.0,0.05,0.1,-1.18,6.67,8.8,42.41,96.21,Sleeping
36.91,20.72,1007.5,47.68,0.01,0.07,0.07,11.99,4.04,13.51,61.95,97.54,Sedentary
36.44,29.4,1012.98,78.16,0.1,0.04,0.06,5.88,0.68,0.63,49.19,97.4,Sleeping
36.66,28.77,1009.88,64.98,0.39,1.43,1.21,87.48,11.11,101.95,71.29,95.75,Walking
37.19,30.62,1013.31,65.68,0.06,0.09,0.12,7.49,6.17,9.09,70.29,97.69,Sedentary
36.23,25.61,1011.79,51.81,1.4,1.17,1.36,128.35,146.66,146.05,85.12,96.87,Walking
36.98,30.86,1008.14,51.59,0.09,0.13,0.08,7.88,9.4,7.43,62.74,97.6,Sedentary
36.77,30.63,1004.03,75.97,0.05,0.06,0.12,5.84,5.1,5.09,50.14,96.4,Sleeping
36.84,23.67,1009.72,69.79,1.98,1.44,3.75,357.26,253.92,453.33,141.05,95.83,Running
36.65,36.79,1008.68,31.58,3.04,2.77,2.75,541.41,322.47,454.9,98.9,97.17,Running
36.84,18.3,1017.15,53.18,0.16,0.06,0.01,15.4,12.8,9.79,58.36,99.27,Resting
36.72,22.48,1012.14,53.77,0.04,0.05,0.1,6.94,8.6,7.08,67.89,96.87,Sedentary
37.16,26.6,1023.06,34.12,0.03,0.04,0.05,8.87,6.29,7.98,48.23,95.68,Sleeping
37.42,38.61,1011.43,63.77,3.49,3.51,2.26,289.66,380.54,449.07,165.02,97.45,Running
