body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,risk_level
39.48,29.72,1009.92,38.34,0.15,0.1,0.11,10.85,8.26,5.27,138.97,84.45,Critical
38.18,28.99,1008.45,37.46,0.02,0.07,0.03,11.05,6.92,20.79,127.11,89.55,Warning
36.52,30.12,1006.34,67.37,0.16,0.14,0.22,13.09,9.17,7.74,74.98,98.98,Healthy
37.57,39.08,1010.17,59.98,0.03,0.13,0.19,9.64,11.49,13.7,110.94,95.09,Slight abnormality
38.31,25.2,1010.19,62.07,0.16,0.05,0.08,4.56,14.69,11.39,108.47,97.38,Warning
37.46,20.14,1006.42,51.3,0.06,0.17,0.07,15.99,11.51,14.38,108.41,96.35,Slight abnormality
37.16,26.79,1003.53,40.75,0.12,0.16,0.07,9.97,12.84,5.14,72.15,99.24,Healthy
37.18,24.83,1019.23,70.97,0.12,0.07,0.12,9.89,14.55,-5.04,61.68,96.16,Healthy
37.22,33.73,990.76,66.02,0.08,0.21,0.09,17.71,7.38,7.27,79.25,96.48,Slight abnormality
36.88,24.1,1013.87,43.95,0.11,0.07,0.17,16.7,7.65,11.5,61.37,98.86,Healthy
41.09,29.69,1013.69,40.52,0.09,0.07,0.06,0.65,13.29,9.78,150.89,80.43,Critical
39.98,28.03,1010.74,52.91,0.1,0.02,0.07,2.7,16.51,15.41,169.22,80.36,Critical
37.9,32.91,1013.68,64.5,0.1,0.13,0.11,1.76,15.64,6.32,95.37,96.92,Slight abnormality
37.66,28.2,1010.68,55.54,0.11,0.14,0.09,9.08,13.9,5.61,110.39,97.26,Slight abnormality
38.51,25.57,994.09,58.4,0.12,0.05,0.11,4.1,15.3,14.66,101.98,94.01,Warning
40.79,14.09,1009.69,40.68,0.09,0.05,0.1,6.39,17.8,14.25,138.5,86.23,Critical
37.35,31.95,1010.44,36.36,0.09,0.09,0.11,4.3,15.49,16.41,92.31,97.15,Slight abnormality
37.26,33.99,1019.11,32.07,0.1,0.02,0.06,6.39,21.32,17.4,97.28,95.01,Slight abnormality
38.25,22.24,1017.99,47.94,0.14,-0.01,0.1,14.35,9.32,12.28,104.91,89.15,Warning
36.84,38.98,1019.86,40.78,0.12,0.12,0.14,5.98,3.75,5.49,77.85,98.1,Slight abnormality
37.16,20.12,993.3,45.56,0.03,0.02,0.03,8.28,10.79,-5.38,75.02,97.9,Healthy
37.42,26.94,1017.33,72.33,0.02,0.04,0.14,11.97,-0.68,4.04,99.58,93.35,Warning
38.83,23.7,996.54,44.79,0.02,0.15,0.09,15.01,11.51,8.04,92.99,92.95,Warning
36.37,23.59,1019.47,32.63,0.18,0.1,0.06,10.89,11.47,14.77,57.97,98.95,Healthy
37.26,26.4,1015.55,50.08,0.04,0.05,0.15,-1.85,23.35,4.38,90.6,98.06,Slight abnormality
38.65,29.85,984.26,43.16,0.11,0.17,0.1,13.18,10.79,8.02,103.86,88.18,Warning
37.61,31.51,999.26,33.25,0.11,0.09,0.16,20.55,8.43,20.37,76.06,96.18,Slight abnormality
36.99,30.71,1015.68,74.03,0.12,0.14,0.26,11.55,9.94,7.64,72.47,98.34,Healthy
38.8,25.6,1021.3,60.95,0.03,0.02,0.16,14.25,8.15,8.26,120.48,90.63,Warning
37.19,26.16,1022.41,48.44,0.14,0.12,0.12,13.31,3.69,1.14,71.63,98.3,Healthy
37.84,29.47,1014.42,40.5,0.09,0.06,0.13,18.76,-0.08,4.92,72.27,98.29,Slight abnormality
37.38,22.56,1007.3,62.8,0.11,0.05,0.05,15.2,11.18,8.18,84.81,95.13,Slight abnormality
37.64,31.11,1015.55,45.34,0.09,0.1,0.16,8.13,7.83,11.77,88.67,95.93,Slight abnormality
39.42,27.14,1005.67,66.41,0.08,0.11,0.2,13.5,11.69,8.67,140.15,85.68,Critical
37.76,35.07,1027.7,49.27,0.1,0.11,0.08,13.54,15.57,5.56,107.69,96.35,Slight abnormality
36.61,22.31,1025.16,40.33,0.16,0.12,0.1,20.78,17.36,12.93,69.04,98.89,Healthy
40.82,26.37,1031.86,76.33,0.07,0.04,0.02,13.54,13.77,17.72,125.19,88.14,Critical
36.82,29.43,1012.09,73.85,0.11,0.13,0.14,7.15,-1.29,14.11,66.7,97.48,Healthy
37.71,35.43,1008.75,33.04,0.12,0.08,0.12,12.73,10.88,14.76,125.82,93.65,Warning
37.06,27.69,1025.4,34.56,0.1,0.05,0.13,5.22,10.06,7.33,71.13,96.15,Healthy
37.27,35.45,1005.83,76.36,0.01,0.1,0.17,14.69,2.22,12.37,92.38,97.35,Slight abnormality
36.69,22.68,1013.2,65.56,0.08,0.02,0.09,17.44,8.74,12.54,59.48,96.42,Healthy
39.5,19.91,997.31,77.68,0.18,0.11,0.09,6.5,13.93,16.41,112.5,90.32,Warning
38.58,21.14,1019.82,62.02,0.14,0.1,0.1,-1.02,11.78,5.5,117.62,91.02,Warning
36.89,27.89,1000.11,47.69,0.08,0.14,0.09,8.87,16.47,5.58,84.16,97.59,Healthy
36.9,27.59,1031.08,58.89,0.14,0.02,0.06,13.8,7.58,12.23,50.99,96.0,Healthy
39.85,21.39,1009.57,35.84,0.15,0.15,0.09,14.14,6.47,3.91,159.96,85.62,Critical
37.64,33.86,1033.3,71.38,0.08,0.07,0.13,6.73,3.19,11.5,82.87,98.07,Slight abnormality
38.84,19.98,1011.49,72.98,0.07,0.16,0.11,4.1,17.6,11.91,101.57,88.92,Warning
37.26,26.31,1018.62,71.92,0.15,0.1,0.17,11.41,5.43,11.44,99.11,96.01,Slight abnormality
39.28,26.66,1000.66,75.22,0.07,0.07,0.1,7.92,8.24,12.46,117.5,84.54,Critical
37.61,28.31,1037.39,75.55,0.07,0.07,0.07,7.98,16.37,13.04,77.15,96.54,Slight abnormality
37.48,29.88,998.74,34.55,0.11,0.04,0.11,11.54,8.96,6.11,103.39,97.86,Slight abnormality
38.13,24.44,1031.55,55.06,0.04,0.15,0.05,11.87,4.85,11.1,83.72,98.25,Slight abnormality
39.44,28.22,1001.98,45.17,0.01,0.16,0.08,14.03,3.55,15.68,120.79,77.86,Critical
36.84,24.66,1017.99,42.72,0.06,0.17,0.15,9.57,3.35,10.56,63.48,96.11,Healthy
38.61,29.17,1016.24,73.02,0.06,0.14,0.14,11.57,4.19,2.57,152.96,80.47,Critical
37.77,24.64,1031.6,56.06,0.07,0.13,0.13,6.71,2.22,9.87,100.15,98.02,Slight abnormality
37.86,24.37,1014.27,62.11,0.03,0.04,0.17,6.19,19.05,12.89,104.49,90.31,Warning
40.59,20.38,1014.34,42.07,0.08,0.03,0.08,13.48,17.38,10.99,111.39,83.77,Critical
39.3,31.26,1012.9,72.29,0.2,0.1,0.09,2.88,10.54,6.94,104.31,92.21,Warning
39.74,21.7,1018.74,61.08,0.11,0.03,0.02,16.84,21.14,19.74,215.24,82.9,Critical
37.47,29.28,1012.44,51.06,0.11,0.15,0.08,15.27,3.06,7.48,90.49,96.53,Slight abnormality
36.67,33.85,1017.7,40.33,0.04,0.07,0.11,9.79,17.42,11.73,69.31,97.07,Healthy
37.03,17.41,1009.75,67.29,0.08,0.06,0.08,7.28,7.18,11.82,61.61,96.69,Healthy
38.86,25.34,1029.31,30.68,0.17,0.04,0.13,9.88,8.67,14.94,108.28,93.57,Warning
36.15,26.99,1015.44,45.07,0.09,0.04,0.1,0.08,15.24,9.96,64.98,96.17,Healthy
36.47,30.47,992.35,71.48,0.09,0.17,0.16,13.43,15.72,8.66,73.82,98.07,Healthy
38.77,24.59,1006.84,35.35,0.17,0.14,0.18,5.02,0.65,14.78,91.44,90.78,Warning
39.3,25.22,1025.55,64.48,0.08,0.11,0.08,17.08,12.37,14.2,152.36,83.24,Critical
38.54,27.87,1002.64,41.02,0.09,0.06,0.13,8.27,9.97,15.39,107.81,92.36,Warning
38.62,26.15,1019.1,41.84,0.16,0.21,0.08,8.8,9.69,6.18,107.55,91.98,Warning
36.86,30.34,1037.07,46.54,-0.03,0.11,0.01,10.45,15.87,16.9,66.54,96.39,Healthy
37.7,32.17,1030.28,48.36,0.12,0.08,0.12,6.16,10.69,7.31,93.58,96.65,Slight abnormality
39.94,31.74,990.46,30.33,0.07,0.1,0.09,5.25,16.85,7.35,150.46,86.85,Critical
36.87,37.69,1000.91,52.02,0.13,0.04,0.16,9.56,23.34,8.58,67.39,97.39,Healthy
37.95,22.6,1025.26,58.23,0.1,0.06,0.04,7.5,11.39,12.11,120.1,88.9,Warning
36.62,30.26,1007.75,42.58,0.08,0.15,0.12,10.26,10.1,10.0,76.89,97.99,Healthy
37.18,26.65,1022.15,55.11,0.16,0.08,0.13,13.21,10.84,-0.18,87.86,96.41,Slight abnormality
37.65,23.96,1027.45,36.42,0.15,0.11,0.16,11.18,5.24,12.21,102.8,96.34,Slight abnormality
36.6,30.87,1018.6,77.36,0.15,0.16,0.11,-1.2,9.93,17.14,60.8,97.47,Healthy
37.09,25.52,1004.15,36.71,0.16,-0.08,0.11,13.86,16.95,-0.56,81.27,95.65,Slight abnormality
36.71,25.38,1020.2,60.56,0.15,0.06,0.14,12.34,11.83,16.87,57.25,98.6,Healthy
37.07,28.2,1021.46,79.08,0.12,0.17,0.11,8.63,10.52,3.54,94.86,96.94,Slight abnormality
37.93,27.04,1018.64,31.13,0.01,0.09,0.12,9.72,9.55,9.67,108.57,96.51,Warning
36.28,24.35,1012.02,33.19,0.13,0.19,0.04,11.13,8.54,3.01,61.65,96.47,Healthy
37.45,31.25,1014.06,68.61,0.1,0.08,0.11,10.75,8.54,5.76,83.62,96.72,Slight abnormality
36.52,20.32,1012.7,37.7,0.08,0.14,0.18,11.7,13.51,5.22,58.12,97.17,Healthy
38.55,28.56,1009.45,33.26,0.15,-0.02,0.19,8.29,12.39,24.08,102.51,93.2,Warning
37.0,26.49,1007.28,38.9,0.05,0.09,0.03,8.34,16.62,4.07,75.1,95.41,Healthy
41.33,30.45,1019.22,72.29,0.13,0.11,0.1,7.81,2.05,6.89,176.93,89.62,Critical
37.02,32.51,1025.77,72.88,-0.0,-0.04,0.13,8.25,13.01,8.02,72.58,96.85,Healthy
38.74,29.81,1044.09,46.29,0.02,0.09,0.01,14.39,11.32,12.36,142.27,91.37,Warning
38.64,21.4,1017.78,47.34,0.08,0.05,0.17,2.97,16.71,12.24,129.22,88.75,Warning
37.41,33.49,1013.42,68.15,0.08,0.06,0.09,12.09,15.94,3.24,87.07,97.89,Slight abnormality
37.45,21.04,991.04,60.89,0.12,0.14,0.18,4.4,11.98,7.77,101.72,96.45,Slight abnormality
40.26,34.4,1022.87,72.75,0.07,0.08,0.15,0.11,11.61,17.66,166.73,82.61,Critical
40.26,30.86,1007.85,55.88,-0.0,0.02,0.07,4.44,8.23,4.76,145.84,91.66,Critical
39.2,24.76,1037.55,51.47,0.12,0.1,0.08,5.56,16.02,9.07,135.28,84.59,Critical
40.27,28.29,1017.37,37.09,0.09,0.06,0.07,1.48,13.69,3.0,143.55,84.39,Critical
38.4,19.13,1003.12,55.32,-0.0,0.12,0.12,8.73,16.02,12.81,91.3,90.67,Warning
37.63,27.34,1021.25,79.69,0.12,0.1,0.11,10.18,-3.17,9.77,73.33,96.89,Slight abnormality
38.23,24.22,1005.24,54.04,0.04,0.14,0.09,9.93,1.8,10.38,158.71,94.01,Warning
40.77,28.52,996.84,56.91,0.06,0.15,0.15,11.34,4.58,11.65,145.43,84.62,Critical
38.36,21.07,1014.52,32.37,0.12,0.12,0.04,4.51,10.74,15.1,112.4,93.67,Warning
36.7,22.99,1010.94,50.08,0.15,0.13,0.13,12.57,15.75,10.51,61.47,96.81,Healthy
37.42,28.25,1014.55,72.43,0.15,0.14,0.18,1.11,13.82,6.51,116.58,96.84,Slight abnormality
37.15,34.02,1016.22,53.88,0.09,0.09,0.18,2.22,11.83,6.1,93.83,98.25,Slight abnormality
36.85,24.14,1004.83,49.76,0.14,0.05,0.11,11.82,9.65,6.39,98.09,97.88,Healthy
39.14,27.3,1023.22,50.06,0.07,0.08,0.15,15.06,18.41,12.29,134.61,80.19,Critical
38.54,32.12,1024.07,38.39,0.21,0.07,0.1,1.79,5.96,12.91,123.23,94.18,Warning
40.27,29.56,1003.51,67.03,0.06,0.13,0.1,17.84,7.99,6.75,151.41,83.02,Critical
37.68,26.73,1037.06,74.34,0.18,0.09,0.09,4.42,9.64,11.16,91.84,97.92,Slight abnormality
36.76,28.97,1001.77,36.21,-0.01,0.1,0.13,12.33,9.94,6.95,74.04,97.29,Healthy
40.73,29.98,1009.2,53.88,0.1,0.12,0.08,7.72,12.75,6.69,151.44,78.93,Critical
38.56,27.09,1013.59,41.99,0.11,0.11,0.13,22.17,13.38,6.1,123.68,92.41,Warning
36.9,25.47,1012.94,38.99,0.12,0.0,-0.0,6.49,11.26,6.32,103.79,98.44,Slight abnormality
36.92,22.12,1023.47,68.1,0.11,0.07,0.12,12.36,8.72,14.61,82.89,95.09,Healthy
38.26,22.02,1020.65,74.18,0.09,0.13,0.14,12.39,9.2,3.81,97.17,94.13,Warning
39.8,24.99,1008.52,30.1,0.05,0.04,0.08,6.97,14.26,3.76,143.63,78.1,Critical
38.9,30.08,1004.51,35.84,0.1,0.13,0.08,12.24,18.81,16.37,122.37,85.45,Critical
36.36,26.49,1005.3,60.08,0.2,0.12,0.06,14.13,8.27,12.07,77.98,95.62,Healthy
38.53,35.78,1009.71,50.87,0.1,0.09,0.06,19.25,5.53,13.52,91.88,88.42,Warning
37.49,35.55,1017.52,74.92,0.11,0.08,0.13,5.8,14.05,10.1,97.91,97.12,Slight abnormality
39.77,26.17,1014.97,74.22,0.06,0.15,0.05,3.4,9.03,12.08,161.73,85.62,Critical
38.35,32.44,1012.86,53.93,0.16,0.04,0.1,13.33,18.32,4.33,79.4,88.73,Warning
39.72,29.19,1015.28,63.67,0.12,0.11,0.13,10.36,4.72,11.93,141.18,86.38,Critical
37.28,27.04,1022.63,58.46,0.12,0.03,0.12,12.83,6.43,15.8,84.69,96.84,Slight abnormality
38.83,28.32,1018.56,37.48,-0.02,0.18,0.12,13.82,17.96,-2.63,94.07,93.14,Warning
38.57,27.8,1010.8,50.82,0.15,0.1,0.05,19.19,8.83,14.41,123.28,90.26,Warning
37.46,24.31,1005.52,44.75,0.25,0.09,0.21,11.45,10.68,15.8,75.11,96.67,Slight abnormality
40.08,25.89,1010.8,51.8,0.09,0.14,0.22,10.48,7.71,13.5,139.42,81.68,Critical
39.62,24.63,1018.45,75.97,0.07,0.06,0.02,12.4,21.91,7.61,138.73,87.57,Critical
39.94,21.44,1027.95,32.75,0.08,0.03,0.12,14.4,10.18,11.08,138.31,85.58,Critical
37.32,24.4,1013.83,76.53,0.04,0.12,0.07,13.86,8.33,12.64,95.74,95.53,Slight abnormality
39.04,35.16,1002.57,33.59,0.09,0.13,0.09,11.23,4.46,2.08,131.49,94.83,Warning
39.86,22.96,996.56,63.27,0.13,0.11,0.05,7.0,18.62,12.7,127.81,89.24,Critical
40.84,27.68,1024.17,54.71,0.17,0.04,0.06,25.02,12.34,13.94,171.99,84.04,Critical
37.8,30.18,1003.26,46.09,0.07,0.12,0.13,10.01,4.24,10.7,92.12,97.77,Slight abnormality
37.28,30.39,996.89,71.89,0.09,0.19,0.13,8.25,0.16,8.11,95.98,97.7,Slight abnormality
37.39,26.18,1007.78,46.95,0.04,0.12,0.03,21.71,14.68,13.76,90.55,98.24,Slight abnormality
40.9,25.13,1003.18,31.08,0.07,0.04,0.09,22.26,8.38,6.38,134.6,85.28,Critical
37.32,30.18,1015.09,58.68,0.09,0.15,0.07,9.26,8.36,7.66,114.52,95.57,Slight abnormality
38.81,28.06,1017.03,69.89,0.1,0.0,0.06,11.34,0.27,-1.72,124.41,88.99,Warning
39.69,18.34,993.62,68.65,0.08,0.1,0.18,11.61,15.01,9.79,106.39,87.63,Critical
37.27,28.15,1017.89,51.01,0.13,0.08,0.11,15.47,10.58,11.42,63.94,97.51,Healthy
37.62,24.49,1003.13,68.63,0.17,0.22,0.17,14.27,7.4,6.1,91.61,95.53,Slight abnormality
36.93,33.85,1020.02,72.29,0.15,0.03,0.11,11.82,10.04,17.24,65.37,95.74,Healthy
37.32,25.71,1003.03,30.98,0.13,0.03,0.13,18.02,4.04,13.46,83.16,96.75,Slight abnormality
40.61,23.5,1021.39,69.7,0.01,0.11,-0.04,0.99,15.81,12.35,122.64,77.12,Critical
37.78,35.07,1014.01,54.13,0.15,0.12,0.06,12.91,9.21,15.42,90.13,94.7,Slight abnormality
40.5,21.29,1031.35,72.49,0.09,0.09,0.09,8.4,5.89,3.43,128.97,79.82,Critical
39.75,30.83,1022.39,55.76,0.1,0.08,0.15,11.24,14.01,17.87,169.37,88.24,Critical
36.68,21.35,1015.14,52.34,0.09,0.09,0.09,10.92,3.45,13.48,74.59,96.51,Healthy
36.87,23.5,1011.07,35.65,0.18,0.1,0.15,3.96,-0.18,8.85,76.71,96.94,Healthy
37.22,26.53,1004.17,62.87,0.12,0.08,0.12,5.65,10.55,8.05,64.18,97.34,Healthy
36.88,33.28,1017.17,66.82,0.13,0.06,0.16,7.05,8.7,-2.71,70.18,97.25,Healthy
37.07,33.53,1004.58,33.26,0.08,0.09,0.18,6.67,5.93,5.57,95.96,99.74,Slight abnormality
40.32,27.83,1011.34,69.56,0.05,0.11,0.14,13.77,7.42,5.05,163.88,90.27,Critical
41.07,19.81,1009.92,63.4,0.16,0.08,0.12,4.77,0.39,13.79,149.87,83.69,Critical
37.55,26.62,1010.91,35.76,0.17,0.07,0.09,16.87,16.8,10.64,86.66,97.59,Slight abnormality
37.78,26.23,1008.41,78.14,0.19,0.1,0.05,7.02,12.8,12.08,87.16,97.84,Slight abnormality
37.79,21.42,1006.67,55.36,0.14,0.13,0.11,7.77,3.94,13.7,86.36,88.66,Warning
38.92,33.35,1010.72,68.86,0.17,0.11,0.11,8.23,-0.08,9.3,118.46,90.34,Warning
37.28,24.35,1025.83,75.17,0.14,0.13,0.09,5.37,9.21,5.84,74.15,97.13,Slight abnormality
37.07,24.13,997.02,44.26,0.12,0.04,0.09,18.77,12.77,7.17,89.16,96.16,Slight abnormality
38.9,23.1,1013.43,34.6,0.09,0.11,0.1,11.93,2.34,15.45,101.2,91.1,Warning
39.56,34.54,1020.53,44.74,0.08,0.09,0.09,6.75,13.35,17.97,187.98,89.77,Critical
36.61,26.65,1041.69,62.59,0.05,0.04,0.05,11.3,6.64,8.61,70.7,96.69,Healthy
36.48,27.41,1009.0,54.05,0.12,0.12,0.1,7.81,21.01,8.9,73.49,97.69,Healthy
39.04,20.25,1005.18,75.68,0.16,0.14,0.08,1.26,4.37,12.6,118.13,95.44,Warning
40.54,26.91,1006.96,36.44,-0.08,0.09,0.14,10.4,7.87,10.68,125.74,81.86,Critical
37.49,27.83,1017.37,74.99,0.03,0.13,0.07,9.42,11.37,16.67,81.81,97.1,Slight abnormality
37.79,29.48,1031.36,74.18,0.06,0.13,0.05,3.28,11.91,2.37,103.37,96.39,Slight abnormality
40.89,33.7,1006.24,77.1,0.1,0.04,0.07,6.18,20.27,19.27,150.25,77.82,Critical
41.02,29.25,1016.01,61.95,0.12,0.15,0.17,9.4,0.13,19.08,131.47,81.89,Critical
39.65,26.08,1004.56,67.04,0.01,0.01,0.09,7.37,5.6,11.65,121.91,88.89,Critical
37.43,33.25,1025.77,64.23,0.16,0.12,0.11,3.44,11.87,17.66,101.43,97.44,Slight abnormality
36.67,30.61,1020.07,76.27,0.09,0.05,0.05,12.14,15.24,4.29,89.85,99.71,Healthy
36.49,29.03,1000.74,73.03,0.06,0.09,0.16,16.56,11.57,10.16,84.39,96.69,Healthy
37.13,23.18,1025.35,73.92,0.1,0.14,0.03,12.65,15.32,8.88,82.5,95.89,Slight abnormality
36.75,30.21,1046.22,31.33,0.15,0.07,0.1,18.55,5.36,12.95,62.4,97.46,Healthy
39.51,26.23,1004.94,44.9,0.11,0.08,0.03,7.46,6.01,8.97,152.14,88.74,Critical
39.18,29.61,1013.51,74.71,0.1,0.03,0.13,9.45,6.86,6.44,136.84,91.9,Critical
36.47,26.04,1002.91,56.43,0.14,0.14,0.1,-0.31,5.63,12.4,69.15,97.21,Healthy
39.99,36.9,1011.89,53.9,0.17,0.12,0.08,6.03,3.74,11.06,159.05,79.15,Critical
37.73,24.68,1003.92,48.76,0.07,0.11,0.03,11.2,13.42,13.34,89.86,96.47,Slight abnormality
38.74,26.95,1010.21,34.51,0.02,0.08,0.14,11.84,5.62,16.84,111.17,89.25,Warning
40.05,29.87,997.44,30.43,0.17,0.1,0.07,12.12,13.16,20.22,140.15,86.34,Critical
40.36,27.51,1009.26,50.61,0.06,0.07,0.1,1.28,9.9,13.01,155.09,77.18,Critical
38.65,39.27,1006.43,65.77,0.1,0.11,0.1,16.21,8.86,19.33,120.25,91.59,Warning
36.89,34.56,1029.37,31.17,0.05,0.08,0.11,7.76,9.62,12.96,63.68,97.62,Healthy
39.7,33.32,1008.73,76.21,0.06,0.12,0.15,9.15,16.08,5.56,122.72,86.42,Critical
38.23,28.58,1022.49,78.42,0.1,0.08,0.18,5.52,9.07,-0.59,104.42,97.79,Slight abnormality
38.03,26.64,1013.56,51.74,0.13,0.2,0.09,15.52,10.11,8.63,86.65,93.88,Warning
37.01,23.71,1019.89,75.61,0.14,0.08,0.13,11.34,0.58,17.73,66.24,95.81,Healthy
36.6,27.04,1015.98,38.91,0.11,0.14,0.13,10.8,9.9,12.37,72.32,97.6,Healthy
37.44,36.06,1025.33,56.48,0.04,-0.0,0.08,8.61,6.78,21.54,93.87,96.74,Slight abnormality
36.88,28.64,1017.05,33.2,0.13,0.06,0.06,6.4,7.81,19.48,105.41,97.2,Slight abnormality
38.52,34.53,1011.78,43.42,0.08,0.1,0.12,13.34,17.02,14.05,110.47,96.2,Warning
37.08,25.37,1003.18,68.2,0.05,0.03,0.12,4.7,17.81,11.77,90.96,97.11,Slight abnormality
38.84,37.95,1013.41,52.54,0.15,0.08,0.14,5.67,9.48,7.08,158.93,85.49,Critical
38.9,24.44,1006.94,31.91,0.08,0.12,0.09,12.99,13.07,6.27,126.21,93.47,Warning
38.19,24.62,1026.62,78.64,0.04,0.09,0.13,5.91,14.27,10.74,94.19,93.9,Warning
37.41,20.06,1008.69,38.86,0.04,0.16,0.09,2.99,13.88,14.92,85.28,98.12,Slight abnormality
39.45,29.55,1012.11,32.78,0.09,0.14,0.18,3.75,-3.77,10.49,149.61,86.11,Critical
40.16,24.72,1009.56,73.64,0.08,0.17,0.1,15.46,19.04,9.24,112.39,77.63,Critical
36.37,31.04,997.35,69.31,0.12,0.09,0.13,-0.89,7.48,18.49,70.01,95.28,Healthy
40.43,32.36,1007.7,77.25,0.09,0.01,0.06,12.05,7.95,12.8,153.15,89.24,Critical
37.57,29.15,1011.13,56.92,0.03,0.12,0.16,17.86,6.03,8.73,84.71,98.0,Slight abnormality
36.84,32.32,998.52,72.54,0.17,0.09,0.05,9.19,8.27,12.05,63.46,96.43,Healthy
36.64,32.09,1034.86,50.77,0.14,0.07,0.18,8.24,13.76,7.64,66.01,98.93,Healthy
36.78,32.77,997.59,69.61,0.13,0.08,0.11,15.85,6.12,11.21,61.55,95.79,Healthy
36.4,33.71,1018.19,76.61,0.02,0.12,0.18,18.04,16.98,8.19,58.02,97.47,Healthy
40.21,26.7,1005.02,31.6,0.08,0.11,0.17,16.95,3.49,3.86,149.01,83.81,Critical
39.07,27.9,1018.63,66.28,0.18,0.16,0.12,14.09,2.11,21.6,105.8,88.12,Warning
37.01,22.48,1011.2,52.61,0.05,0.12,0.09,11.46,13.52,3.78,68.72,96.96,Healthy
37.79,25.58,1010.96,58.38,0.26,0.08,0.09,10.26,4.88,8.0,91.91,96.93,Slight abnormality
40.19,24.86,994.78,33.95,0.18,0.14,0.1,9.54,15.42,1.8,159.7,83.95,Critical
38.14,25.54,1016.39,42.16,0.15,0.16,0.16,19.27,12.88,19.81,128.48,92.56,Warning
37.32,28.16,1013.99,56.76,0.06,0.13,0.07,20.26,12.13,5.64,109.79,98.56,Slight abnormality
36.4,29.39,1002.11,41.93,0.09,0.06,-0.02,4.8,6.16,7.12,70.5,96.74,Healthy
39.07,21.74,996.43,69.18,0.03,0.12,0.17,23.85,7.6,7.1,163.12,88.43,Critical
38.57,11.81,1021.51,66.46,0.12,0.09,0.04,4.92,11.5,12.9,110.95,90.54,Warning
39.08,28.07,1014.2,56.28,0.01,0.08,0.05,1.14,1.62,6.86,104.19,93.32,Warning
37.43,21.84,990.56,51.73,0.07,0.07,0.12,12.82,6.87,3.25,83.1,96.3,Slight abnormality
36.48,32.9,1010.49,46.19,0.11,0.06,0.14,6.96,13.78,10.24,73.28,96.87,Healthy
40.11,16.38,1021.47,50.07,0.08,0.03,0.08,12.25,20.97,5.33,135.76,84.92,Critical
36.4,32.8,999.59,54.28,0.12,0.05,0.0,15.91,4.69,1.88,66.57,96.99,Healthy
37.36,21.94,1008.45,52.01,0.13,-0.03,0.2,17.48,11.62,8.28,72.3,97.98,Slight abnormality
38.1,32.69,1015.73,53.32,0.1,0.16,-0.04,9.84,12.91,17.71,92.82,95.08,Warning
38.03,19.28,1023.32,42.76,0.1,0.03,0.12,15.34,11.11,5.99,93.15,89.52,Warning
39.88,22.33,1019.0,30.11,0.09,0.09,0.13,14.96,9.96,5.0,157.07,85.77,Critical
36.19,25.21,1020.31,68.8,0.15,0.18,0.21,12.61,14.03,4.64,85.08,98.15,Healthy
38.37,27.75,1007.14,53.98,0.06,0.13,0.13,3.07,9.25,20.94,121.03,91.65,Warning
40.46,28.24,1004.72,78.2,0.13,0.08,0.09,4.77,11.39,9.87,150.98,84.36,Critical
39.77,23.47,1007.99,42.96,0.05,0.13,0.08,6.1,8.6,11.07,167.53,87.27,Critical
38.58,32.35,1029.19,61.88,0.1,0.07,0.13,10.53,4.95,15.94,102.07,93.03,Warning
40.24,22.03,1014.74,70.14,0.1,0.05,0.08,12.4,8.97,17.07,113.38,87.11,Critical
38.73,28.17,1024.53,68.82,0.08,0.24,0.07,8.37,8.14,10.85,110.58,94.01,Warning
39.12,23.81,1006.94,50.97,0.06,0.22,0.09,8.84,9.55,9.33,83.13,93.75,Warning
38.37,32.15,1005.06,32.0,0.09,0.1,0.08,13.26,6.99,15.04,116.15,89.83,Warning
39.92,28.19,1007.76,33.56,0.09,0.11,0.1,10.5,12.28,14.17,118.36,84.81,Critical
36.64,22.14,1018.81,32.96,0.05,0.06,0.21,12.25,7.89,9.93,76.24,97.03,Healthy
36.76,28.4,1030.51,48.6,0.15,0.15,0.17,7.93,6.91,12.55,64.23,98.47,Healthy
39.96,28.83,1018.13,46.74,0.15,0.13,0.17,18.19,6.81,10.25,154.08,86.83,Critical
40.0,32.06,1017.91,39.27,0.14,0.09,0.19,3.88,7.09,11.71,119.55,92.47,Critical
37.48,24.96,1003.06,52.69,0.07,0.04,0.13,13.87,16.01,11.32,97.02,97.76,Slight abnormality
36.52,34.74,994.87,49.68,0.11,0.1,0.09,10.76,1.3,6.78,65.28,97.79,Healthy
39.93,34.46,1005.2,64.72,0.07,0.01,0.06,12.16,14.31,12.74,146.03,80.63,Critical
37.28,22.94,1000.05,65.92,0.16,0.12,0.09,5.96,12.06,5.58,125.23,94.96,Slight abnormality
37.28,30.26,1015.06,60.66,0.16,0.08,0.14,16.82,9.74,15.18,92.21,96.25,Slight abnormality
38.42,39.89,1011.04,79.57,0.13,0.1,0.12,15.69,2.68,4.66,93.01,92.96,Warning
38.74,27.14,1019.06,66.21,0.04,0.14,0.09,9.56,7.74,11.08,97.09,91.49,Warning
37.37,30.99,1014.04,30.69,0.08,0.09,0.12,18.28,21.38,8.55,73.41,99.28,Healthy
